"","hlcit","impl_ag","src_ag","vdc","action","desc","target","no_actions","no_hh","ave_cost","hazard","exposure","housing","poverty","vulnerability","severity","degree"
"239",524205235070,"CARE","","Baruwa","Distribution","Household kits (excluding tarpaulins)","All / Blanket",136,136,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"240",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",35,35,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"241",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",81,81,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"242",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",39,39,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"243",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",51,51,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"244",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",57,57,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"245",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",78,78,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"246",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",81,81,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"247",524205235070,"CARE","","Baruwa","Distribution","Tool kits and fixings","All / Blanket",47,47,NA,0.536862804,0.018770766,6.852053081,6.572039072,6.712046076,0.407442893,0
"248",524205235069,"CARE","","Bhotang","Distribution","Tarpaulin","All / Blanket",1568,784,NA,0.478876041,0.026469753,6.852053081,6.572039072,6.712046076,0.439821014,0
"249",524205235055,"CARE","","Dubachaur","Distribution","Tarpaulin","",3572,1786,NA,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"250",524205235055,"CARE","","Dubachaur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",304,152,NA,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"251",524205235055,"CARE","","Dubachaur","Distribution","Tool kits and fixings","All / Blanket",152,152,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"252",524205235055,"CARE","","Dubachaur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",486,243,NA,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"253",524205235055,"CARE","","Dubachaur","Distribution","Tool kits and fixings","All / Blanket",243,243,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"254",524205235055,"CARE","","Dubachaur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",694,347,NA,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"255",524205235055,"CARE","","Dubachaur","Distribution","Tool kits and fixings","All / Blanket",347,347,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"256",524205235055,"CARE","","Dubachaur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",384,192,NA,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"257",524205235055,"CARE","","Dubachaur","Distribution","Tool kits and fixings","All / Blanket",192,192,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"258",524205235055,"CARE","","Dubachaur","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",542,271,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"259",524205235055,"CARE","","Dubachaur","Distribution","Tool kits and fixings","All / Blanket",271,271,0,0.882369689,0.05856766,6.852053081,6.572039072,6.712046076,0.702621004,0
"260",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",308,154,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"261",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",154,154,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"262",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",256,128,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"263",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",128,128,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"264",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",140,70,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"265",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",84,42,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"266",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",124,62,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"267",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",70,70,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"268",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",42,42,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"269",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",62,62,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"270",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",200,100,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"271",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",100,100,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"272",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",128,64,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"273",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",64,64,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"274",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",164,82,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"275",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",82,82,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"276",524205235076,"CARE","","Lagarche","Distribution","CGI Bundle (72ft/bundle)","All / Blanket",120,60,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"277",524205235076,"CARE","","Lagarche","Distribution","Tool kits and fixings","All / Blanket",60,60,0,0.607662871,0.026551766,6.852053081,6.572039072,6.712046076,0.476654483,0
"278",524205235062,"CARE","","Sindhukot","Distribution","Tarpaulin","All / Blanket",1680,840,NA,0.822392895,0.032036397,6.852053081,6.572039072,6.712046076,0.561296909,0
"279",524205265005,"Caritas Nepal","Caritas Internationalis","Chhaling","Distribution","Blankets","Targeted group",325,325,475,2.412756668,0.08333564,8.226716181,0.894383394,4.560549788,0.971524671,0
"280",524205265005,"Caritas Nepal","Caritas Internationalis","Chhaling","Distribution","Tarpaulin","Targeted group",325,325,1199,2.412756668,0.08333564,8.226716181,0.894383394,4.560549788,0.971524671,0
"281",524205265016,"Caritas Nepal","Caritas Internationalis","Chitapol","Distribution","Blankets","Targeted group",82,41,475,1.79491861,0.057604006,8.226716181,0.894383394,4.560549788,0.77834394,0
"282",524205265008,"Caritas Nepal","Caritas Internationalis","Jhaukhel","Distribution","Blankets","Targeted group",600,600,475,1.532984886,0.079152968,8.226716181,0.894383394,4.560549788,0.820995467,0
"283",524205265016,"Caritas Nepal","Caritas Internationalis","Chitapol","Distribution","Tarpaulin","Targeted group",41,41,1199,1.79491861,0.057604006,8.226716181,0.894383394,4.560549788,0.77834394,0
"284",524205265008,"Caritas Nepal","Caritas Internationalis","Jhaukhel","Distribution","Tarpaulin","Targeted group",600,600,1199,1.532984886,0.079152968,8.226716181,0.894383394,4.560549788,0.820995467,0
"285",524205265005,"Caritas Nepal","Caritas Internationalis","Chhaling","Distribution","Blankets","Targeted group",354,354,475,2.412756668,0.08333564,8.226716181,0.894383394,4.560549788,0.971524671,0
"286",524205265008,"Caritas Nepal","Caritas Internationalis","Jhaukhel","Distribution","Blankets","Targeted group",670,670,475,1.532984886,0.079152968,8.226716181,0.894383394,4.560549788,0.820995467,0
"287",524205265005,"Caritas Nepal","Caritas Internationalis","Chhaling","Distribution","Tarpaulin","Targeted group",354,354,1199,2.412756668,0.08333564,8.226716181,0.894383394,4.560549788,0.971524671,0
"288",524205265008,"Caritas Nepal","Caritas Internationalis","Jhaukhel","Distribution","Tarpaulin","Targeted group",670,670,1199,1.532984886,0.079152968,8.226716181,0.894383394,4.560549788,0.820995467,0
"289",524205263001,"Caritas Nepal","Caritas Internationalis","Bhaktapur Municipality","Distribution","Tarpaulin","Targeted group",4,5,1199,1.817828592,0.838051654,8.226716181,0.894383394,4.560549788,1.908154956,0
"290",524205263001,"Caritas Nepal","Caritas Internationalis","Bhaktapur Municipality","Distribution","Tarpaulin","Targeted group",5,4,1199,1.817828592,0.838051654,8.226716181,0.894383394,4.560549788,1.908154956,0
"291",524205305020,"Caritas Nepal","Caritas Internationalis","Tipling","Distribution","blankets","All / Blanket",500,500,475,0.555249233,0.021241413,6.817638797,5.152625153,5.985131975,0.413283786,0
"292",524205305020,"Caritas Nepal","Caritas Internationalis","Tipling","Distribution","Tarpaulin","All / Blanket",500,500,1199,0.555249233,0.021241413,6.817638797,5.152625153,5.985131975,0.413283786,0
"295",524204225051,"Caritas Nepal","Caritas Internationalis","Bulung","Distribution","blankets","All / Blanket",658,658,475,0.332804486,0.020944115,7.531331947,5.860805861,6.696068904,0.360045207,0
"296",524204223001,"Caritas Nepal","Caritas Internationalis","Bhimeswor Municipality","Distribution","blankets","All / Blanket",250,250,475,0.86491574,0.231041373,7.531331947,5.860805861,6.696068904,1.101948142,0
"297",524204225043,"Caritas Nepal","Caritas Internationalis","Laduk","Distribution","blankets","All / Blanket",1016,1016,475,0.531843542,0.037551784,7.531331947,5.860805861,6.696068904,0.511381239,0
"298",524204225051,"Caritas Nepal","Caritas Internationalis","Bulung","Distribution","Tarpaulin","All / Blanket",658,658,1199,0.332804486,0.020944115,7.531331947,5.860805861,6.696068904,0.360045207,0
"299",524204223001,"Caritas Nepal","Caritas Internationalis","Bhimeswor Municipality","Distribution","Tarpaulin","All / Blanket",250,250,1199,0.86491574,0.231041373,7.531331947,5.860805861,6.696068904,1.101948142,0
"300",524204225043,"Caritas Nepal","Caritas Internationalis","Laduk","Distribution","Tarpaulin","All / Blanket",1016,1016,1199,0.531843542,0.037551784,7.531331947,5.860805861,6.696068904,0.511381239,0
"304",524205245047,"Caritas Nepal","Caritas Internationalis","Chalalganeshsthan","Distribution","Tarpaulin","Targeted group",231,231,1199,2.38243547,0.040729794,6.45603317,3.308913309,4.88247324,0.779574715,0
"305",524205245081,"Caritas Nepal","Caritas Internationalis","Kharelthok","Distribution","Blankets","All / Blanket",111,111,475,1.67397352,0.024491185,6.45603317,3.308913309,4.88247324,0.584968866,0
"307",524205245073,"Caritas Nepal","Caritas Internationalis","Panchkhal","Distribution","Blankets","All / Blanket",754,754,475,2.158805985,0.126495075,6.45603317,3.308913309,4.88247324,1.100632586,0
"308",524205245073,"Caritas Nepal","Caritas Internationalis","Panchkhal","Distribution","Tarpaulin","All / Blanket",754,754,1199,2.158805985,0.126495075,6.45603317,3.308913309,4.88247324,1.100632586,0
"309",524205245051,"Caritas Nepal","Caritas Internationalis","Balthali","Distribution","Tarpaulin","All / Blanket",181,181,1199,2.691920522,0.027628189,6.45603317,3.308913309,4.88247324,0.713430232,0
"310",524205245053,"Caritas Nepal","Caritas Internationalis","Chyasingkharka","Distribution","Tarpaulin","Targeted group",161,161,1199,2.314336634,0.028591844,6.45603317,3.308913309,4.88247324,0.686177051,0
"311",524205245068,"Caritas Nepal","Caritas Internationalis","Chandeni Mandan","Distribution","Blankets","All / Blanket",814,814,475,1.330211416,0.033471628,6.45603317,3.308913309,4.88247324,0.601283278,0
"312",524205245068,"Caritas Nepal","Caritas Internationalis","Chandeni Mandan","Distribution","Tarpaulin","All / Blanket",919,919,1199,1.330211416,0.033471628,6.45603317,3.308913309,4.88247324,0.601283278,0
"313",524205245045,"Caritas Nepal","Caritas Internationalis","Milche","Distribution","Blankets","All / Blanket",494,494,475,3.575102189,0.027607686,6.45603317,3.308913309,4.88247324,0.784006107,0
"314",524205245045,"Caritas Nepal","Caritas Internationalis","Milche","Distribution","Tarpaulin","All / Blanket",494,494,1199,3.575102189,0.027607686,6.45603317,3.308913309,4.88247324,0.784006107,0
"315",524205243002,"Caritas Nepal","Caritas Internationalis","Panauti Municipality","Distribution","Blankets","All / Blanket",174,174,475,3.297377371,0.280464564,6.45603317,3.308913309,4.88247324,1.652832487,0
"316",524205245056,"Caritas Nepal","Caritas Internationalis","Nasikasthan Sanga","Distribution","Tarpaulin","All / Blanket",24,24,1199,3.483079139,0.062750332,6.45603317,3.308913309,4.88247324,1.021895331,0
"317",524205243002,"Caritas Nepal","Caritas Internationalis","Panauti Municipality","Distribution","Tarpaulin","All / Blanket",174,174,1199,3.297377371,0.280464564,6.45603317,3.308913309,4.88247324,1.652832487,0
"318",524205245028,"Caritas Nepal","Caritas Internationalis","Ghartichhap","Distribution","Blankets","All / Blanket",457,457,475,3.830886438,0.026777302,6.45603317,3.308913309,4.88247324,0.794148996,0
"319",524205245028,"Caritas Nepal","Caritas Internationalis","Ghartichhap","Distribution","Tarpaulin","All / Blanket",457,457,1199,3.830886438,0.026777302,6.45603317,3.308913309,4.88247324,0.794148996,0
"320",524205243001,"Caritas Nepal","Caritas Internationalis","Dhulikhel Municipality","Distribution","Tarpaulin","All / Blanket",117,117,1199,2.64460094,0.146424277,6.45603317,3.308913309,4.88247324,1.236529179,0
"321",524205245056,"Caritas Nepal","Caritas Internationalis","Nasikasthan Sanga","Distribution","Blankets","All / Blanket",24,24,475,3.483079139,0.062750332,6.45603317,3.308913309,4.88247324,1.021895331,0
"322",524205245051,"Caritas Nepal","Caritas Internationalis","Balthali","Distribution","Blankets","All / Blanket",587,587,475,2.691920522,0.027628189,6.45603317,3.308913309,4.88247324,0.713430232,0
"323",524205245002,"Caritas Nepal","Caritas Internationalis","Phoksingtar","Distribution","Blankets","All / Blanket",412,412,475,3.475186975,0.023978603,6.45603317,3.308913309,4.88247324,0.740992775,0
"324",524205245051,"Caritas Nepal","Caritas Internationalis","Balthali","Distribution","Tarpaulin","All / Blanket",587,587,1199,2.691920522,0.027628189,6.45603317,3.308913309,4.88247324,0.713430232,0
"325",524205245002,"Caritas Nepal","Caritas Internationalis","Phoksingtar","Distribution","Tarpaulin","All / Blanket",412,412,1199,3.475186975,0.023978603,6.45603317,3.308913309,4.88247324,0.740992775,0
"326",524205245078,"Caritas Nepal","Caritas Internationalis","Dolalghat","Distribution","Blankets","All / Blanket",1018,1018,475,1.428924378,0.021795002,6.45603317,3.308913309,4.88247324,0.533746872,0
"327",524205245044,"Caritas Nepal","Caritas Internationalis","Syampati Simalchaur","Distribution","Blankets","All / Blanket",1,1,475,2.710123857,0.039151041,6.45603317,3.308913309,4.88247324,0.803139107,0
"328",524205245078,"Caritas Nepal","Caritas Internationalis","Dolalghat","Distribution","Tarpaulin","All / Blanket",509,509,1199,1.428924378,0.021795002,6.45603317,3.308913309,4.88247324,0.533746872,0
"329",524205245044,"Caritas Nepal","Caritas Internationalis","Syampati Simalchaur","Distribution","Tarpaulin","All / Blanket",1,1,1199,2.710123857,0.039151041,6.45603317,3.308913309,4.88247324,0.803139107,0
"330",524205243001,"Caritas Nepal","Caritas Internationalis","Dhulikhel Municipality","Distribution","Blankets","All / Blanket",1,1,475,2.64460094,0.146424277,6.45603317,3.308913309,4.88247324,1.236529179,0
"331",524205245066,"Caritas Nepal","Caritas Internationalis","Rabiopi","Distribution","Blankets","All / Blanket",49,49,475,2.056612228,0.044235858,6.45603317,3.308913309,4.88247324,0.762995973,0
"332",524205243001,"Caritas Nepal","Caritas Internationalis","Dhulikhel Municipality","Distribution","Tarpaulin","All / Blanket",2,2,1199,2.64460094,0.146424277,6.45603317,3.308913309,4.88247324,1.236529179,0
"333",524205245066,"Caritas Nepal","Caritas Internationalis","Rabiopi","Distribution","Tarpaulin","All / Blanket",49,49,1199,2.056612228,0.044235858,6.45603317,3.308913309,4.88247324,0.762995973,0
