"","p_code","vdc","hazard","exposure","housing","poverty","vulnerability","severity","sev_norm","sev_cat","hlcit"
"1135","C-NAR-33-024","Bishrampur",0.089193812,0.064800662,4.928831353,7.200854701,6.064843027,0.327273803,0.671212756,"Medium-Low",524206325090
"1136","C-NAR-33-078","PipraBasantapur",0.12897347,0.04474844,4.928831353,7.200854701,6.064843027,0.327114114,0.670885247,"Medium-Low",524206335016
"1137","C-NAR-35-001","Ayodhyapuri",0.080461787,0.109620863,5.37928052,2.533577534,3.956429027,0.326784983,0.670210224,"Medium-Low",524206355036
"1138","C-JAN-17-038","Ghodghans",0.09633786,0.05800382,4.783111544,7.698412698,6.240762121,0.326710987,0.670058465,"Medium-Low",524204175078
"1139","C-JAN-19-016","Bhadsar",0.136104091,0.040719543,4.208451337,8.351648352,6.280049845,0.326496894,0.669619377,"Medium-Low",524204195034
"1140","C-NAR-33-065","Matiarwa",0.088075991,0.065067205,4.928831353,7.200854701,6.064843027,0.326347095,0.66931215,"Medium-Low",524206335079
"1141","C-NAR-33-048","Kabahigoth",0.084321661,0.067455838,4.928831353,7.200854701,6.064843027,0.325531301,0.667639022,"Medium-Low",524206335052
"1142","C-NAR-34-051","Masihani",0.101295426,0.062340267,4.845363346,6.065323565,5.455343456,0.325382004,0.667332825,"Medium-Low",524206345071
"1143","C-JAN-18-065","Sandha",0.115623765,0.045958134,4.32799056,8.623321123,6.475655842,0.32526032,0.667083262,"Medium-Low",524204185058
"1144","C-JAN-17-049","Jhatiyahi",0.104846651,0.052385917,4.783111544,7.698412698,6.240762121,0.324839561,0.666220317,"Medium-Low",524204175046
"1145","C-JAN-17-034","DubarikotHathalekha",0.077512067,0.070469823,4.783111544,7.698412698,6.240762121,0.324242577,0.66499595,"Medium-Low",524204175011
"1146","C-JAN-17-057","Labatoli",0.103685253,0.052344911,4.783111544,7.698412698,6.240762121,0.323551209,0.663578009,"Medium-Low",524204175026
"1147","C-NAR-33-009","Bahuari",0.109557003,0.050899428,4.928831353,7.200854701,6.064843027,0.323388226,0.663243744,"Medium-Low",524206335083
"1148","C-JAN-17-071","Mukhiyapattimushargiya",0.071688903,0.075400865,4.783111544,7.698412698,6.240762121,0.323113645,0.662680599,"Medium-Low",524204175070
"1149","W-LUM-48-057","Ramnagar",0.04545211,0.159987206,5.60905413,3.507326007,4.558190069,0.321225918,0.658809021,"Medium-Low",524204185069
"1150","C-JAN-20-031","Ladabhir(Mahendra)",0.075835761,0.074078403,5.191504838,6.547619048,5.869561943,0.320669102,0.657667035,"Medium-Low",524204205010
"1151","C-NAR-33-019","Bhagawanpur",0.09899588,0.054846312,4.928831353,7.200854701,6.064843027,0.320524604,0.657370681,"Medium-Low",524309485034
"1152","C-NAR-34-060","ParsauniMatha",0.095471748,0.063057882,4.845363346,6.065323565,5.455343456,0.320242365,0.65679183,"Medium-Low",524206345039
"1153","C-NAR-32-004","Badharwa",0.09564794,0.050735402,4.379973535,9.136141636,6.758057585,0.320088107,0.656475461,"Medium-Low",524206325007
"1154","C-NAR-33-096","Telkuwa",0.095407673,0.056568589,4.928831353,7.200854701,6.064843027,0.319884163,0.656057186,"Medium-Low",524206335035
"1155","C-JAN-17-072","Nagaraeen",0.08232362,0.063529458,4.783111544,7.698412698,6.240762121,0.319579621,0.655432596,"Medium-Low",524204175074
"1156","C-NAR-33-066","Motisar",0.100933352,0.053298314,4.928831353,7.200854701,6.064843027,0.319538047,0.65534733,"Medium-Low",524206335089
"1157","C-NAR-34-024","Deukhana",0.119662095,0.049884515,4.845363346,6.065323565,5.455343456,0.319336199,0.654933356,"Medium-Low",524206345054
"1158","W-GAN-38-037","Ramjakot",0.131381258,0.047290848,6.434894278,4.044566545,5.239730411,0.319305565,0.654870528,"Medium-Low",524307405023
"1159","C-NAR-32-058","Malahi",0.163139263,0.029422227,4.379973535,9.136141636,6.758057585,0.318922611,0.654085119,"Medium-Low",524206325080
"1160","C-NAR-34-012","Bairiyabirta (Nau.Ta.Ja.)",0.111054545,0.053441837,4.845363346,6.065323565,5.455343456,0.318722902,0.653675531,"Medium-Low",NA
"1161","W-LUM-48-034","Kudiya",0.06883316,0.103111067,5.60905413,3.507326007,4.558190069,0.318638665,0.653502768,"Medium-Low",524309475051
"1162","E-SAG-16-068","Madar",0.063865142,0.091752242,3.056886828,7.973137973,5.515012401,0.318524142,0.65326789,"Medium-Low",524103165070
"1163","C-NAR-32-062","Matsari",0.107898585,0.044317871,4.379973535,9.136141636,6.758057585,0.318521566,0.653262607,"Medium-Low",524206325013
"1164","C-JAN-19-029","Dumariya",0.107277052,0.047752173,4.208451337,8.351648352,6.280049845,0.318044351,0.652283877,"Medium-Low",524204195066
"1165","C-JAN-17-006","Bahuarba",0.099105585,0.051955348,4.783111544,7.698412698,6.240762121,0.317923041,0.652035081,"Medium-Low",524204175069
"1166","C-JAN-17-044","Harine",0.09933409,0.05178107,4.783111544,7.698412698,6.240762121,0.317811047,0.651805389,"Medium-Low",524204175009
"1167","C-NAR-34-040","Kauwaban Kataiya",0.117430122,0.050048542,4.845363346,6.065323565,5.455343456,0.317685709,0.651548332,"Medium-Low",NA
"1168","C-NAR-32-055","Lokaha",0.095654877,0.049587217,4.379973535,9.136141636,6.758057585,0.317662718,0.651501179,"Medium-Low",524206325040
"1169","C-JAN-19-066","Mirjapur",0.107970094,0.047034557,4.208451337,8.351648352,6.280049845,0.317123099,0.650394462,"Medium-Low",524204195086
"1170","C-JAN-18-014","Bhatauliya",0.103772212,0.04742412,4.32799056,8.623321123,6.475655842,0.317045338,0.65023498,"Medium-Low",524204185056
"1171","C-NAR-33-055","Khutwajabdi",0.108169215,0.048562053,4.928831353,7.200854701,6.064843027,0.317010338,0.650163199,"Medium-Low",524206335094
"1172","C-NAR-34-043","LalParsa",0.126853014,0.045906876,4.845363346,6.065323565,5.455343456,0.316713719,0.649554856,"Medium-Low",524206345007
"1173","W-LUM-48-012","DawanneDevi",0.050208574,0.138766296,5.60905413,3.507326007,4.558190069,0.316678155,0.649481917,"Medium-Low",524309475042
"1174","C-JAN-21-042","Pritee",0.091995513,0.052211639,7.160041941,6.059218559,6.60963025,0.316643356,0.649410547,"Medium-Low",524204215016
"1175","C-NAR-34-059","ParsauniBirta",0.11341759,0.051268488,4.845363346,6.065323565,5.455343456,0.316556333,0.649232069,"Medium-Low",524206345003
"1176","C-JAN-21-049","Salupati",0.129534211,0.03702895,7.160041941,6.059218559,6.60963025,0.316495603,0.649107517,"Medium-Low",524204215003
"1177","C-JAN-17-099","TulsiyaniJabdi",0.082232297,0.061438122,4.783111544,7.698412698,6.240762121,0.315916755,0.647920346,"Medium-Low",524204175071
"1178","C-NAR-34-003","Auraha",0.104438036,0.055276882,4.845363346,6.065323565,5.455343456,0.31579708,0.647674902,"Medium-Low",524206345052
"1179","W-GAN-38-033","Manpang",0.08753066,0.068665533,6.434894278,4.044566545,5.239730411,0.315793107,0.647666755,"Medium-Low",524307405045
"1180","C-NAR-32-036","Hajminiya",0.098179219,0.047393365,4.379973535,9.136141636,6.758057585,0.315635857,0.647344247,"Medium-Low",524206325005
"1181","W-LUM-49-052","Parroha",0.022315582,0.262062857,7.805050193,2.945665446,5.375357819,0.315602442,0.647275714,"Medium-Low",524309485030
"1182","C-NAR-33-085","Raghunathpur",0.097244728,0.052908751,4.928831353,7.200854701,6.064843027,0.31482633,0.645683971,"Medium-Low",524204175029
"1183","C-NAR-33-029","Chhatawa",0.088663874,0.058024323,4.928831353,7.200854701,6.064843027,0.314817441,0.645665739,"Medium-Low",524206335076
"1184","C-NAR-34-018","Bindabasini",0.106948004,0.053298314,4.845363346,6.065323565,5.455343456,0.314462901,0.644938606,"Medium-Low",524206345012
"1185","C-NAR-33-097","Tetariya",0.14695587,0.034886355,4.928831353,7.200854701,6.064843027,0.314451763,0.644915764,"Medium-Low",524206335040
"1186","C-NAR-34-068","Samjhauta",0.079388286,0.071710272,4.845363346,6.065323565,5.455343456,0.314330578,0.644667221,"Medium-Low",524206345068
"1187","C-NAR-33-032","DharmaNagar",0.09300593,0.054918074,4.928831353,7.200854701,6.064843027,0.314061838,0.644116057,"Medium-Low",524206335077
"1188","W-GAN-38-031","Kyamin",0.110399682,0.053441837,6.434894278,4.044566545,5.239730411,0.313848011,0.643677515,"Medium-Low",524307405031
"1189","C-NAR-32-006","BahuwaMadanpur",0.184777849,0.024747476,4.379973535,9.136141636,6.758057585,0.313810572,0.643600731,"Medium-Low",524206325082
"1190","C-JAN-18-069","Simardahi",0.090611715,0.052662712,4.32799056,8.623321123,6.475655842,0.313803013,0.643585227,"Medium-Low",524204185018
"1191","W-LUM-49-043","Makrahar",0.033947024,0.169295702,7.805050193,2.945665446,5.375357819,0.313774999,0.643527774,"Medium-Low",524309485002
"1192","C-JAN-17-075","NauwakhorPrashahi",0.102893112,0.048080225,4.783111544,7.698412698,6.240762121,0.313711286,0.643397102,"Medium-Low",524204175057
"1193","C-JAN-17-088","Siddha",0.091274362,0.054200459,4.783111544,7.698412698,6.240762121,0.313711037,0.643396593,"Medium-Low",524204175023
"1194","C-NAR-34-054","Mudali",0.093999648,0.059972136,4.845363346,6.065323565,5.455343456,0.313304005,0.642561803,"Medium-Low",524206345044
"1195","C-NAR-33-049","Kabahijabdi",0.115752646,0.043743779,4.928831353,7.200854701,6.064843027,0.313152292,0.642250651,"Medium-Low",524206335032
"1196","C-NAR-33-041","Hariharpur",0.089980666,0.05595349,4.928831353,7.200854701,6.064843027,0.312558982,0.641033818,"Medium-Low",524204175100
"1197","C-NAR-33-011","Bandhuwan",0.104917637,0.047957206,4.928831353,7.200854701,6.064843027,0.312493253,0.640899013,"Medium-Low",524206335054
"1198","C-NAR-34-027","Gadi",0.125161823,0.044676678,4.845363346,6.065323565,5.455343456,0.312457978,0.640826668,"Medium-Low",524206345056
"1199","C-NAR-32-026","FatuhaMaheshpur",0.095608432,0.047208835,4.379973535,9.136141636,6.758057585,0.312449947,0.640810197,"Medium-Low",524206325034
"1200","C-NAR-34-061","Pidariguthi",0.105692251,0.052888248,4.845363346,6.065323565,5.455343456,0.312421904,0.640752683,"Medium-Low",524206345075
"1201","W-GAN-38-043","Syamgha",0.115625543,0.05016131,6.434894278,4.044566545,5.239730411,0.31206414,0.640018936,"Medium-Low",NA
"1202","C-NAR-32-083","RampurKhap",0.0836848,0.05364687,4.379973535,9.136141636,6.758057585,0.311892036,0.639665965,"Medium-Low",524206325037
"1203","C-NAR-33-072","Patharhati",0.104870615,0.047372862,4.928831353,7.200854701,6.064843027,0.31117235,0.638189946,"Medium-Low",524206335060
"1204","C-NAR-34-072","SirsiyaKhalwatola",0.090721406,0.060812771,4.845363346,6.065323565,5.455343456,0.311058606,0.637956665,"Medium-Low",524206345020
"1205","C-JAN-21-036","NagaDaha",0.120643666,0.03771581,7.160041941,6.059218559,6.60963025,0.310981851,0.637799246,"Medium-Low",524204215026
"1206","C-NAR-34-038","Jeetpur",0.103985416,0.052898499,4.845363346,6.065323565,5.455343456,0.310751067,0.637325927,"Medium-Low",524206345077
"1207","C-NAR-33-040","Hardiya",0.093447238,0.052877996,4.928831353,7.200854701,6.064843027,0.31061351,0.637043809,"Medium-Low",524206335066
"1208","C-JAN-20-020","Jarayotar",0.068125946,0.074939541,5.191504838,6.547619048,5.869561943,0.310605939,0.637028282,"Medium-Low",524204205032
"1209","E-SAG-14-017","Katari",0.045873019,0.197692764,2.563173352,4.041514042,3.302343697,0.310544223,0.636901707,"Medium-Low",524103145019
"1210","W-LUM-48-046","Pakalihawa",0.061155141,0.10717072,5.60905413,3.507326007,4.558190069,0.310289575,0.636379443,"Medium-Low",524309475053
"1211","C-JAN-17-047","Itaharwa",0.093107263,0.051268488,4.783111544,7.698412698,6.240762121,0.309996814,0.635779015,"Medium-Low",524204175044
"1212","E-SAG-16-003","Asanpur",0.040653309,0.132512791,3.056886828,7.973137973,5.515012401,0.309718204,0.635207606,"Medium-Low",524103165060
"1213","W-GAN-38-045","Tanahunsur",0.194383202,0.029165936,6.434894278,4.044566545,5.239730411,0.309704749,0.635180012,"Medium-Low",524307405010
"1214","C-NAR-33-038","Golaganj",0.093772173,0.051975851,4.928831353,7.200854701,6.064843027,0.30919447,0.63413347,"Medium-Low",524206335020
"1215","C-JAN-19-061","Madhubani",0.10753419,0.043651514,4.208451337,8.351648352,6.280049845,0.308913098,0.633556398,"Medium-Low",524204195067
"1216","C-JAN-17-067","Manshingpatti",0.104528957,0.044953473,4.783111544,7.698412698,6.240762121,0.308375002,0.632452805,"Medium-Low",524204175064
"1217","W-LUM-48-073","Tribenisusta",0.064277497,0.10007658,5.60905413,3.507326007,4.558190069,0.308362303,0.632426762,"Medium-Low",524309475039
"1218","W-GAN-37-027","Gaunshahar",0.094253769,0.06777364,5.97793252,3.199023199,4.58847786,0.308325463,0.632351205,"Medium-Low",524307375061
"1219","C-NAR-32-061","Mathiya",0.070199185,0.061643155,4.379973535,9.136141636,6.758057585,0.30809142,0.631871202,"Medium-Low",524206325028
"1220","C-NAR-34-048","Mahuwan",0.107942457,0.049587217,4.845363346,6.065323565,5.455343456,0.307936649,0.631553777,"Medium-Low",524206345053
"1221","W-LUM-50-040","Kapilbastu Municipality",0.013807835,0.31193712,6.835720944,6.642246642,6.738983793,0.307323441,0.630296137,"Medium-Low",NA
"1222","C-JAN-17-011","Baniniya",0.124304416,0.037377506,4.783111544,7.698412698,6.240762121,0.30721671,0.630077239,"Medium-Low",524204175088
"1223","C-NAR-33-098","Uchidiha",0.094091102,0.05078666,4.928831353,7.200854701,6.064843027,0.30716561,0.629972439,"Medium-Low",524206335025
"1224","C-NAR-32-051","Khesarhiya",0.136996329,0.031226517,4.379973535,9.136141636,6.758057585,0.306915006,0.629458469,"Medium-Low",524206325019
"1225","C-NAR-33-013","Barainiya",0.09022522,0.052744725,4.928831353,7.200854701,6.064843027,0.306743603,0.629106935,"Medium-Low",524206335072
"1226","C-NAR-32-001","Ajagabi",0.110026846,0.038802485,4.379973535,9.136141636,6.758057585,0.306709124,0.629036222,"Medium-Low",524206325046
"1227","C-JAN-17-092","SugaMadhukarahi",0.100464224,0.046009393,4.783111544,7.698412698,6.240762121,0.306689227,0.628995414,"Medium-Low",524204175061
"1228","W-LUM-49-033","Karahiya",0.028588733,0.187338601,7.805050193,2.945665446,5.375357819,0.306485443,0.62857747,"Medium-Low",524309485001
"1229","E-SAG-16-034","Fulbariya",0.050041904,0.104259252,3.056886828,7.973137973,5.515012401,0.306430254,0.628464281,"Medium-Low",524103165092
"1230","C-NAR-34-042","Lakhanpur",0.1036225,0.050868673,4.845363346,6.065323565,5.455343456,0.306367147,0.628334853,"Medium-Low",524204215037
"1231","C-NAR-33-079","PipradhiGoth",0.088684532,0.053380327,4.928831353,7.200854701,6.064843027,0.306207782,0.628008008,"Medium-Low",524206335070
"1232","C-JAN-17-058","Lagmagadhaguthi",0.084137465,0.054641279,4.783111544,7.698412698,6.240762121,0.306137105,0.627863054,"Medium-Low",524204175075
"1233","E-SAG-16-001","Arnamalalpur",0.054839833,0.094735472,3.056886828,7.973137973,5.515012401,0.305997876,0.627577507,"Medium-Low",524103165043
"1234","W-GAN-38-027","Khairenitar",0.050207801,0.108862241,6.434894278,4.044566545,5.239730411,0.30595142,0.62748223,"Medium-Low",524307405044
"1235","C-JAN-17-050","JhojhiKataiya",0.102831517,0.044615169,4.783111544,7.698412698,6.240762121,0.305925353,0.627428769,"Medium-Low",524204175041
"1236","C-NAR-33-063","Majhariya",0.098256597,0.047936702,4.928831353,7.200854701,6.064843027,0.305691347,0.626948841,"Medium-Low",524206335068
"1237","C-JAN-21-017","Farpu",0.2000196,0.021507956,7.160041941,6.059218559,6.60963025,0.305222317,0.625986898,"Medium-Low",524204215028
"1238","C-JAN-17-024","ChoraKoilpur",0.094244138,0.048316013,4.783111544,7.698412698,6.240762121,0.305160058,0.625859209,"Medium-Low",524204175004
"1239","C-JAN-21-008","Bijulikot",0.082457259,0.051852831,7.160041941,6.059218559,6.60963025,0.304597391,0.624705223,"Medium-Low",524204215012
"1240","C-NAR-32-022","Dharhari",0.14347702,0.029145433,4.379973535,9.136141636,6.758057585,0.304596504,0.624703405,"Medium-Low",524206325069
"1241","W-GAN-38-030","Kotdarbar",0.095396876,0.056507079,6.434894278,4.044566545,5.239730411,0.304543021,0.624593715,"Medium-Low",524307405021
"1242","C-JAN-18-007","BanauliDonauli",0.092757413,0.046921789,4.32799056,8.623321123,6.475655842,0.304323612,0.624143724,"Medium-Low",524204185022
"1243","E-SAG-16-021","BishnupurPra.Ma.",0.098784758,0.051463269,3.056886828,7.973137973,5.515012401,0.303793119,0.623055726,"Medium-Low",524103165077
"1244","C-NAR-32-079","Rajdevi",0.091527458,0.045322532,4.379973535,9.136141636,6.758057585,0.303782313,0.623033562,"Medium-Low",524206325003
"1245","C-JAN-17-069","Mithileswormauwahi",0.113160317,0.039602113,4.783111544,7.698412698,6.240762121,0.303540548,0.622537722,"Medium-Low",524204175054
"1246","C-NAR-34-002","Amarpatti",0.100135701,0.050960938,4.845363346,6.065323565,5.455343456,0.303074562,0.62158202,"Medium-Low",524206335042
"1247","C-BAG-29-007","Goljung",0.418680771,0.009964601,5.456937224,7.857142857,6.657040041,0.302836371,0.621093511,"Medium-Low",524205295018
"1248","C-JAN-21-046","Rampur",0.099135535,0.042042005,7.160041941,6.059218559,6.60963025,0.30201602,0.619411035,"Medium-Low",524204215008
"1249","W-LUM-49-035","Kerbani",0.033887162,0.151099028,7.805050193,2.945665446,5.375357819,0.301926628,0.619227699,"Medium-Low",524309485008
"1250","C-JAN-19-002","Arnaha",0.107545888,0.040740046,4.208451337,8.351648352,6.280049845,0.301897468,0.619167895,"Medium-Low",524204195078
"1251","W-GAN-38-019","Dhorfirdi",0.042630278,0.122958256,6.434894278,4.044566545,5.239730411,0.301713634,0.618790865,"Medium-Low",524307405040
"1252","C-NAR-34-015","Bhedihari",0.085051081,0.059172508,4.845363346,6.065323565,5.455343456,0.301675914,0.618713504,"Medium-Low",524206345048
"1253","C-JAN-19-097","Sudama",0.101727292,0.042933898,4.208451337,8.351648352,6.280049845,0.301578446,0.618513605,"Medium-Low",524204195087
"1254","C-NAR-34-033","Harpatganj",0.109842168,0.045609578,4.845363346,6.065323565,5.455343456,0.301219038,0.617776487,"Medium-Low",NA
"1255","C-NAR-33-018","Benauli",0.085861689,0.052365414,4.928831353,7.200854701,6.064843027,0.300991694,0.617310223,"Medium-Low",524206335047
"1256","C-NAR-33-071","Paterwa",0.109463516,0.040996337,4.928831353,7.200854701,6.064843027,0.30080012,0.616917319,"Medium-Low",524204175001
"1257","W-LUM-48-015","Devachuli",0.076755331,0.077594718,5.60905413,3.507326007,4.558190069,0.300546064,0.616396271,"Medium-Low",524309475002
"1258","C-NAR-33-031","Dewapur",0.092061952,0.048346768,4.928831353,7.200854701,6.064843027,0.299977764,0.615230732,"Medium-Low",524206335019
"1259","C-JAN-17-093","Suganikash",0.100797589,0.042841634,4.783111544,7.698412698,6.240762121,0.299813556,0.614893956,"Medium-Low",524204175062
"1260","C-JAN-17-027","DeuriParbaha",0.097556055,0.044164096,4.783111544,7.698412698,6.240762121,0.299585232,0.614425681,"Medium-Low",524204175040
"1261","C-JAN-17-096","ThillaYaduwa",0.119465323,0.036055043,4.783111544,7.698412698,6.240762121,0.299558631,0.614371123,"Medium-Low",524204175002
"1262","C-NAR-32-007","Bairiya",0.075679816,0.052262897,4.379973535,9.136141636,6.758057585,0.29899584,0.613216884,"Medium-Low",524206325032
"1263","W-LUM-49-062","ShankarNagar",0.021610741,0.229934195,7.805050193,2.945665446,5.375357819,0.298923597,0.61306872,"Medium-Low",524309485021
"1264","C-NAR-33-057","Kudawa",0.102454387,0.042677607,4.928831353,7.200854701,6.064843027,0.298206242,0.61159748,"Medium-Low",524206335044
"1265","W-LUM-48-062","Rupauliya",0.06613517,0.087918126,5.60905413,3.507326007,4.558190069,0.298149746,0.611481611,"Medium-Low",524309475024
"1266","W-GAN-37-045","Parewadada",0.21241251,0.027125858,5.97793252,3.199023199,4.58847786,0.297904736,0.610979115,"Medium-Low",524307375046
"1267","W-LUM-49-068","Suryapura",0.023074522,0.212957467,7.805050193,2.945665446,5.375357819,0.297813461,0.610791918,"Medium-Low",524309485046
"1268","E-SAG-16-011","Belaha",0.074680808,0.063970278,3.056886828,7.973137973,5.515012401,0.297562305,0.610276816,"Medium-Low",524103165076
"1269","C-NAR-32-014","Bhediyahi",0.110582746,0.03522466,4.379973535,9.136141636,6.758057585,0.297476061,0.610099937,"Medium-Low",524206325012
"1270","C-JAN-19-001","Achalgadh",0.105238246,0.039673875,4.208451337,8.351648352,6.280049845,0.297084803,0.609297498,"Medium-Low",524204195079
"1271","C-NAR-33-036","Gadhahal",0.131648109,0.032733509,4.928831353,7.200854701,6.064843027,0.296762431,0.608636338,"Medium-Low",524206335043
"1272","C-JAN-17-054","KhajuriChanha",0.068252536,0.06124334,4.783111544,7.698412698,6.240762121,0.296577657,0.608257382,"Medium-Low",524204175019
"1273","C-JAN-17-022","Bisarbhora",0.083059134,0.050304833,4.783111544,7.698412698,6.240762121,0.29653656,0.608173095,"Medium-Low",524204175008
"1274","C-JAN-22-037","Mali",0.136909069,0.028181778,7.531331947,5.860805861,6.696068904,0.29562433,0.606302183,"Medium-Low",524204225032
"1275","E-SAG-16-035","FulkahaKati",0.044233099,0.105612469,3.056886828,7.973137973,5.515012401,0.295349576,0.605738684,"Medium-Low",524103165059
"1276","C-NAR-34-028","Gamhariya",0.109589869,0.042810879,4.845363346,6.065323565,5.455343456,0.294701411,0.60440935,"Medium-Low",524204195036
"1277","C-NAR-33-001","Amarpatti",0.110085854,0.038320657,4.928831353,7.200854701,6.064843027,0.294664631,0.604333916,"Medium-Low",524206335042
"1278","C-JAN-17-098","TulsiyahiNikas",0.090857084,0.045086744,4.783111544,7.698412698,6.240762121,0.294588032,0.604176818,"Medium-Low",524204175072
"1279","C-NAR-33-091","ShreenagarBairiya",0.086861851,0.048510794,4.928831353,7.200854701,6.064843027,0.29455225,0.604103431,"Medium-Low",524206335024
"1280","W-GAN-37-001","Archalbot",0.338434361,0.016453894,5.97793252,3.199023199,4.58847786,0.294535237,0.604068539,"Medium-Low",524307375023
"1281","W-LUM-49-032","Kamahariya",0.024186052,0.196390805,7.805050193,2.945665446,5.375357819,0.294463299,0.603921,"Medium-Low",524309485069
"1282","E-SAG-15-097","Rajbiraj Municipality",0.016842422,0.386876661,1.169383003,6.666666667,3.918024835,0.294452169,0.603898172,"Medium-Low",NA
"1283","W-GAN-37-042","Nauthar",0.24359507,0.022789412,5.97793252,3.199023199,4.58847786,0.294232121,0.603446873,"Medium-Low",524307375013
"1284","C-NAR-34-037","Janakitala",0.103210714,0.045127751,4.845363346,6.065323565,5.455343456,0.293988397,0.602947014,"Medium-Low",524206345072
"1285","C-NAR-32-031","Gangapipara",0.109608293,0.034302011,4.379973535,9.136141636,6.758057585,0.293987115,0.602944384,"Medium-Low",524206325014
"1286","W-LUM-48-048","Panchanagar",0.054569726,0.100671175,5.60905413,3.507326007,4.558190069,0.292561011,0.600019557,"Medium-Low",524309475070
"1287","C-JAN-17-001","Andupatti",0.111596383,0.03591152,4.783111544,7.698412698,6.240762121,0.292442516,0.599776533,"Medium-Low",524204175059
"1288","C-NAR-32-064","Mudwalawa",0.083257439,0.044225606,4.379973535,9.136141636,6.758057585,0.291948496,0.598763338,"Medium-Low",524206325004
"1289","C-NAR-33-076","PiparaSimara",0.097996644,0.041836972,4.928831353,7.200854701,6.064843027,0.291875072,0.598612751,"Medium-Low",524206335098
"1290","C-JAN-17-036","Ekarahi",0.081889974,0.048633814,4.783111544,7.698412698,6.240762121,0.291833782,0.598528069,"Medium-Low",524204175021
"1291","C-NAR-34-052","Mikhampur",0.095003661,0.047916199,4.845363346,6.065323565,5.455343456,0.291752733,0.598361843,"Medium-Low",524206345070
"1292","E-SAG-16-104","Sukhipur",0.043412249,0.102926538,3.056886828,7.973137973,5.515012401,0.291001603,0.596821335,"Medium-Low",524103165057
"1293","W-LUM-48-029","Jamuniya",0.057055392,0.094571445,5.60905413,3.507326007,4.558190069,0.290814719,0.59643805,"Low",524204195048
"1294","E-SAG-16-078","Media",0.103454247,0.043097925,3.056886828,7.973137973,5.515012401,0.290792851,0.596393201,"Low",524103165099
"1295","W-LUM-48-023","Guthiparsauni",0.067159569,0.080301152,5.60905413,3.507326007,4.558190069,0.290764046,0.596334124,"Low",NA
"1296","C-JAN-19-085","Rohuwa",0.123025582,0.03180061,4.208451337,8.351648352,6.280049845,0.290713135,0.596229709,"Low",524204195064
"1297","C-NAR-34-016","Bhisawa",0.076090306,0.058793197,4.845363346,6.065323565,5.455343456,0.290063333,0.594897017,"Low",524206345061
"1298","C-JAN-20-046","Sirthouli",0.052901327,0.078097048,5.191504838,6.547619048,5.869561943,0.289446937,0.593632837,"Low",524204205016
"1299","E-SAG-16-091","RampurBirta",0.085240742,0.051412011,3.056886828,7.973137973,5.515012401,0.289125303,0.592973191,"Low",524103165095
"1300","C-NAR-32-018","Brahmapuri",0.083863122,0.042575091,4.379973535,9.136141636,6.758057585,0.288967831,0.592650229,"Low",524204195022
"1301","C-NAR-34-031","Hariharpur",0.090660516,0.048777337,4.845363346,6.065323565,5.455343456,0.288947844,0.592609237,"Low",524204175100
"1302","C-NAR-33-077","PiparpatiParchrouwa",0.077054612,0.05159654,4.928831353,7.200854701,6.064843027,0.288899148,0.592509365,"Low",524206335050
"1303","C-JAN-17-045","Hathipurharbara",0.091016965,0.042431568,4.783111544,7.698412698,6.240762121,0.288857081,0.592423089,"Low",524204175024
"1304","W-LUM-48-045","NayaBelhani",0.041916367,0.125972241,5.60905413,3.507326007,4.558190069,0.288724501,0.592151179,"Low",524309475030
"1305","C-JAN-17-014","Basbitti",0.127544442,0.030221856,4.783111544,7.698412698,6.240762121,0.288673399,0.592046372,"Low",524204175082
"1306","C-JAN-21-052","Sunarpani",0.165617416,0.021948777,7.160041941,6.059218559,6.60963025,0.2885567,0.591807032,"Low",524204215004
"1307","C-NAR-34-069","Shankarsaraiya",0.105408819,0.041724204,4.845363346,6.065323565,5.455343456,0.288422433,0.59153166,"Low",NA
"1308","W-LUM-48-049","Prasauni",0.081159095,0.064831417,5.60905413,3.507326007,4.558190069,0.288384366,0.591453588,"Low",524206335090
"1309","C-JAN-17-076","Pachaharwa",0.097537512,0.038720471,4.783111544,7.698412698,6.240762121,0.286714713,0.588029262,"Low",524204175035
"1310","C-NAR-33-069","PakadiyaChikani",0.075491413,0.051391507,4.928831353,7.200854701,6.064843027,0.286551591,0.587694711,"Low",524206335049
"1311","C-NAR-34-036","Jayamangalapur",0.0776449,0.055338391,4.845363346,6.065323565,5.455343456,0.286189604,0.586952304,"Low",NA
"1312","C-NAR-32-025","Dumriya(Paroha)",0.077210417,0.044492149,4.379973535,9.136141636,6.758057585,0.285272816,0.585072043,"Low",524206325031
"1313","E-SAG-16-094","Sarswar",0.066351643,0.06335518,3.056886828,7.973137973,5.515012401,0.285141284,0.584802282,"Low",524103165072
"1314","C-NAR-33-005","Babuain",0.107466867,0.035460448,4.928831353,7.200854701,6.064843027,0.284847747,0.584200261,"Low",524206335027
"1315","C-NAR-34-025","Dhaubini",0.084023262,0.050263826,4.845363346,6.065323565,5.455343456,0.284550308,0.583590237,"Low",524206345065
"1316","C-BAG-29-016","Thuman",0.387832996,0.00889843,5.456937224,7.857142857,6.657040041,0.284280083,0.583036027,"Low",524205295014
"1317","W-GAN-38-042","ShambuBhagawatipur",0.058077498,0.074857528,6.434894278,4.044566545,5.239730411,0.283476747,0.581388449,"Low",524307405024
