hlcit,impl_ag,src_ag,vdc,action,desc,target,no_actions,no_hh,ave_cost
524 3 07 36 5 047,CARE,,Laprak,Distribution,Tarpaulin,All / Blanket,1240,0,
524 3 07 36 5 065,CARE,,Warpak,Distribution,Tarpaulin,Targeted group,300,0,
524 2 05 26 3 001,Caritas Nepal,,Bhaktapur Municipality,Distribution,Tarpaulin,,4,5,
,Caritas Nepal,,Balaju,Distribution,Tarpaulin,,40,40,
,Caritas Nepal,,chandagiri,Distribution,Tarpaulin,,169,169,
,Caritas Nepal,,chandagiri,Distribution,Household kits (excluding tarpaulins),,88,169,
,Caritas Nepal,,chandragiri,Distribution,Tarpaulin,,40,40,
,Caritas Nepal,,chandragiri,Distribution,Household kits (excluding tarpaulins),,40,40,
,Caritas Nepal,,chandragiri,Distribution,Tarpaulin,,270,270,
,Caritas Nepal,,chandragiri,Distribution,Household kits (excluding tarpaulins),,270,270,
,Caritas Nepal,,chandragiri,Distribution,Tarpaulin,,142,142,
,Caritas Nepal,,chandragiri,Distribution,Household kits (excluding tarpaulins),,142,142,
,Caritas Nepal,,Dahelgaun,Distribution,Tarpaulin,,13,13,
,Caritas Nepal,,Dhitalthok,Distribution,Tarpaulin,,14,17,
,Caritas Nepal,,Dhitalthok,Distribution,Household kits (excluding tarpaulins),,3,17,
,Caritas Nepal,,gamcha,Distribution,Tarpaulin,,60,60,
,Caritas Nepal,,gamcha,Distribution,Household kits (excluding tarpaulins),,60,60,
,Caritas Nepal,,kumaltar,Distribution,Tarpaulin,,4,11,
,Caritas Nepal,,kumaltar,Distribution,Household kits (excluding tarpaulins),,8,8,
,Caritas Nepal,,nagarjun,Distribution,Tarpaulin,,87,87,
,Caritas Nepal,,nagarjun,Distribution,Household kits (excluding tarpaulins),,87,87,
,Caritas Nepal,,Phulbari,Distribution,Tarpaulin,,2,2,
,Caritas Nepal,,Phulbari,Distribution,Household kits (excluding tarpaulins),,1,,
,Caritas Nepal,,Phuyaltar,Distribution,Tarpaulin,,8,10,
,Caritas Nepal,,Phuyaltar,Distribution,Household kits (excluding tarpaulins),,4,,
,Caritas Nepal,,Raniban,Distribution,Household kits (excluding tarpaulins),,7,22,
,Caritas Nepal,,sainkhu,Distribution,Tarpaulin,,210,210,
,Caritas Nepal,,tamang basti,Distribution,Tarpaulin,,34,34,
,Caritas Nepal,,tamang basti,Distribution,Household kits (excluding tarpaulins),,34,34,
,Caritas Nepal,,Taukhel,Distribution,Tarpaulin,,58,58,
,Caritas Nepal,,Taukhel,Distribution,Household kits (excluding tarpaulins),,58,58,
,Caritas Nepal,,Badegaun,Distribution,Tarpaulin,,20,20,
,Caritas Nepal,,Bhodegaram,Distribution,Tarpaulin,,4,6,
,Caritas Nepal,,Dalchowki 2,Distribution,Household kits (excluding tarpaulins),,32,30,
,Caritas Nepal,,dhobighat,Distribution,Tarpaulin,,6,6,
,Caritas Nepal,,Dhuparchowk,Distribution,Tarpaulin,,11,11,
,Caritas Nepal,,lakuri Bhanjhyang,Distribution,Tarpaulin,,12,12,
,Caritas Nepal,,sano gaun,Distribution,Tarpaulin,,4,4,
,Caritas Nepal,,Dhaibung,Distribution,Household kits (excluding tarpaulins),,96,48,
524 2 05 27 1 001,Caritas Nepal,,Kathmandu Metropolitan,Distribution,Tarpaulin,,25,26,
524 2 05 27 1 001,Caritas Nepal,,Kathmandu Metropolitan,Distribution,Household kits (excluding tarpaulins),,25,26,
524 2 05 24 5 064,Caritas Nepal,,Ryale Bihawar,Distribution,Tarpaulin,,5,6,
,Caritas Nepal,,,Distribution,Tarpaulin,,10,10,
524 2 05 26 3 001,Caritas Nepal,,Bhaktapur Municipality,Distribution,Tarpaulin,,5,4,
524 2 05 26 5 005,Caritas Nepal,,Chhaling,Distribution,Tarpaulin,,354,354,
524 2 05 26 5 005,Caritas Nepal,,Chhaling,Distribution,Household kits (excluding tarpaulins),,354,354,
524 2 05 26 5 008,Caritas Nepal,,jhaukhel,Distribution,Tarpaulin,,260,260,
524 2 05 26 5 008,Caritas Nepal,,jhaukhel,Distribution,Household kits (excluding tarpaulins),,260,260,
,Caritas Nepal,,,Distribution,Tarpaulin,,191,191,
,Caritas Nepal,,,Distribution,Household kits (excluding tarpaulins),,382,382,
524 2 05 24 5 047,Caritas Nepal,,ChalalGaneshsthan,Distribution,Tarpaulin,,1097,1097,
524 2 05 24 5 068,Caritas Nepal,,Chandeni Mandan,Distribution,Household kits (excluding tarpaulins),,105,105,
524 2 05 24 5 068,Caritas Nepal,,Chandeni Mandan,Distribution,Tarpaulin,,685,685,
524 2 05 24 5 068,Caritas Nepal,,Chandeni Mandan,Distribution,Household kits (excluding tarpaulins),,685,685,
524 2 05 24 5 040,Caritas Nepal,,Patlekhet,Distribution,Tarpaulin,,574,615,
524 2 05 24 5 040,Caritas Nepal,,Patlekhet,Distribution,Household kits (excluding tarpaulins),,607,615,
524 2 05 24 5 040,Caritas Nepal,,Patlekhet,Distribution,Household kits (excluding tarpaulins),,615,615,
,Caritas Nepal,,,Distribution,Tents,,15,685,
524 2 05 27 5 011,Caritas Nepal,,Alapot,Distribution,Tarpaulin,,20,20,
524 2 05 27 5 035,Caritas Nepal,,Goldhunga,Distribution,Tarpaulin,,50,,
524 2 05 27 5 035,Caritas Nepal,,Goldhunga,Distribution,Household kits (excluding tarpaulins),,25,,
524 2 05 27 5 009,Caritas Nepal,,Mulpani,Distribution,Tarpaulin,,1,1,
524 2 05 27 5 044,Caritas Nepal,,Thankot,Distribution,Tarpaulin,,50,50,
524 2 05 27 5 044,Caritas Nepal,,Thankot,Distribution,Household kits (excluding tarpaulins),,50,50,
524 2 05 25 5 022,Caritas Nepal,,Chapagaun,Distribution,Tarpaulin,,45,45,
524 2 05 25 5 022,Caritas Nepal,,Chapagaun,Distribution,Household kits (excluding tarpaulins),,45,45,
524 2 05 25 5 040,Caritas Nepal,,Dhapakhel,Distribution,Tarpaulin,,5,5,
524 2 05 25 5 026,Caritas Nepal,,Godamchaur,Distribution,Tarpaulin,,1,5,
524 2 05 25 5 026,Caritas Nepal,,Godamchaur,Distribution,Tarpaulin,,3,21,
524 2 05 25 5 026,Caritas Nepal,,Godamchaur,Distribution,Tarpaulin,,2,50,
524 2 05 25 5 026,Caritas Nepal,,Godamchaur,Distribution,Household kits (excluding tarpaulins),,3,50,
524 2 05 25 5 025,Caritas Nepal,,Godawari,Distribution,Tarpaulin,,1,24,
524 2 05 25 5 025,Caritas Nepal,,Godawari,Distribution,Tarpaulin,,20,20,
524 2 05 25 5 025,Caritas Nepal,,godawari,Distribution,Tarpaulin,,7,,
524 2 05 25 5 025,Caritas Nepal,,godawari,Distribution,Tarpaulin,,376,376,
524 2 05 25 5 025,Caritas Nepal,,godawari,Distribution,Household kits (excluding tarpaulins),,376,376,
524 2 05 25 5 037,Caritas Nepal,,Harisiddhi,Distribution,Tarpaulin,,8,203,
524 2 05 25 5 004,Caritas Nepal,,Lele,Distribution,Tarpaulin,,3,3,
524 2 05 25 5 029,Caritas Nepal,,Lubhu,Distribution,Tarpaulin,,5,5,
524 2 05 25 5 029,Caritas Nepal,,Lubhu,Distribution,Tarpaulin,,6,6,
524 2 05 25 5 029,Caritas Nepal,,Lubhu,Distribution,Tarpaulin,,9,9,
524 2 05 25 5 013,Caritas Nepal,,Sangkhu,Distribution,Household kits (excluding tarpaulins),,50,200,
524 2 05 25 5 013,Caritas Nepal,,Sangkhu,Distribution,Tarpaulin,,200,200,
524 2 05 25 5 031,Caritas Nepal,,Siddhipur,Distribution,Tarpaulin,,15,15,
524 2 05 25 5 031,Caritas Nepal,,Siddhipur,Distribution,Tarpaulin,,60,60,
,Caritas Nepal,,,Distribution,Tarpaulin,,6,40,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,84,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,81,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,160,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,79,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,135,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,116,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,50,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,172,172,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,346,346,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,54,54,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,95,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,197,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,25,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,112,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,5,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,106,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,250,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,412,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,10,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,333,,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,31,174,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,174,174,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,38,127,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,127,127,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,66,239,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,239,239,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Tarpaulin,,280,300,
524 2 05 28 5 002,Caritas Nepal,,Duipipal,Distribution,Household kits (excluding tarpaulins),,300,300,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,93,93,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,177,177,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,18,18,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,82,82,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,110,110,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,214,214,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,214,214,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,428,214,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,91,91,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,91,91,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,182,91,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,165,165,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,165,165,
524 2 05 28 5 038,Caritas Nepal,,gerkhu,Distribution,Household kits (excluding tarpaulins),,330,165,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,187,187,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,374,187,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,201,201,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,402,201,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,227,227,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,227,227,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,454,227,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,156,156,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,312,156,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,36,18,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Tarpaulin,,5,5,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,10,5,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,222,111,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,510,255,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,232,232,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,82,82,
524 2 05 28 5 038,Caritas Nepal,,Gerkhu,Distribution,Household kits (excluding tarpaulins),,115,115,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Tarpaulin,,36,36,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Household kits (excluding tarpaulins),,72,36,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Household kits (excluding tarpaulins),,36,36,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Tarpaulin,,46,46,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Household kits (excluding tarpaulins),,92,46,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Tarpaulin,,239,239,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Household kits (excluding tarpaulins),,478,239,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Tarpaulin,,58,58,
524 2 05 28 5 011,Caritas Nepal,,Jiling,Distribution,Household kits (excluding tarpaulins),,116,58,
,Caritas Nepal,,,Distribution,Tents,,78,390,
524 1 03 13 5 051,Caritas Nepal,,Tarkerabari,Distribution,Tarpaulin,,150,150,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,344,172,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,270,135,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,298,149,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,276,138,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,286,143,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,236,118,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,196,98,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,380,190,
524 2 05 29 5 007,Caritas Nepal,,Laharepauwa,Distribution,Household kits (excluding tarpaulins),,274,137,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,210,210,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,84,84,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,32,32,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,85,85,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,103,103,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,134,134,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,146,146,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,190,190,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,92,92,
524 2 05 29 5 003,Caritas Nepal,,Yarsa,Distribution,Household kits (excluding tarpaulins),,1200,,
,Caritas Nepal,,,Distribution,Household kits (excluding tarpaulins),,2500,,
524 2 04 20 5 031,Caritas Nepal,,hatpate,Distribution,Tarpaulin,,82,82,
524 2 04 20 5 031,Caritas Nepal,,hatpate,Distribution,Household kits (excluding tarpaulins),,1,,
524 2 04 20 5 047,Caritas Nepal,,Netrakali,Distribution,Tarpaulin,,694,694,
524 2 04 20 5 047,Caritas Nepal,,Netrakali,Distribution,Household kits (excluding tarpaulins),,694,694,
524 2 04 20 5 047,Caritas Nepal,,Netrakali,Distribution,Household kits (excluding tarpaulins),,6940,694,
524 2 04 20 5 048,Caritas Nepal,,Shanteshwari Rampur,Distribution,Tarpaulin,,504,504,
524 2 04 20 5 048,Caritas Nepal,,Shanteshwari Rampur,Distribution,Household kits (excluding tarpaulins),,504,504,
524 2 04 20 5 048,Caritas Nepal,,Shanteshwari Rampur,Distribution,Household kits (excluding tarpaulins),,4690,504,
524 2 04 20 5 049,Caritas Nepal,,Tamajor,Distribution,Tarpaulin,,500,500,
524 2 04 20 5 049,Caritas Nepal,,Tamajor,Distribution,Household kits (excluding tarpaulins),,1000,500,
524 2 04 20 5 049,Caritas Nepal,,Tamajor,Distribution,Household kits (excluding tarpaulins),,500,500,
524 2 04 20 5 049,Caritas Nepal,,Tamajor,Distribution,Household kits (excluding tarpaulins),,10000,500,
,Caritas Nepal,,,Distribution,Tarpaulin,,4000,4000,
524 2 05 23 5 019,Caritas Nepal,,Kalika,Distribution,Tarpaulin,,624,624,
524 2 05 23 5 019,Caritas Nepal,,Kalika,Distribution,Household kits (excluding tarpaulins),,1248,624,
524 2 05 23 5 020,Caritas Nepal,,Lisangkhu,Distribution,Tarpaulin,,298,298,
524 2 05 23 5 020,Caritas Nepal,,Lisangkhu,Distribution,Household kits (excluding tarpaulins),,745,745,
524 2 05 23 5 020,Caritas Nepal,,Lisangkhu,Distribution,Tarpaulin,,1044,1044,
524 2 05 23 5 020,Caritas Nepal,,Lisangkhu,Distribution,Household kits (excluding tarpaulins),,1044,1044,
524 2 05 23 5 023,Caritas Nepal,,Sunkhani,Distribution,Tarpaulin,,750,750,
524 2 05 23 5 023,Caritas Nepal,,Sunkhani,Distribution,Household kits (excluding tarpaulins),,1500,750,
524 2 05 23 5 023,Caritas Nepal,,Sunkhani,Distribution,Tarpaulin,,766,766,
524 2 05 23 5 023,Caritas Nepal,,Sunkhani,Distribution,Household kits (excluding tarpaulins),,766,766,
524 2 05 23 5 018,Caritas Nepal,,Thokarpa,Distribution,Tarpaulin,,1153,1153,
524 2 05 23 5 018,Caritas Nepal,,Thokarpa,Distribution,Household kits (excluding tarpaulins),,2306,1153,
524 2 05 23 5 018,Caritas Nepal,,thokarpa,Distribution,Household kits (excluding tarpaulins),,1153,1153,
524 2 05 23 5 018,Caritas Nepal,,Thokarpa,Distribution,Household kits (excluding tarpaulins),,110,1153,
524 2 05 23 5 018,Caritas Nepal,,Thokarpa,Distribution,Tarpaulin,,1186,1186,
524 2 05 23 5 018,Caritas Nepal,,Thokarpa,Distribution,Household kits (excluding tarpaulins),,1186,1186,
524 2 05 23 5 055,Caritas Switzerland,Swiss Solidarity,Dubachaur,Distribution,CGI Bundle,All / Blanket,1650,0,17114
524 2 05 23 5 061,Caritas Switzerland,Swiss Solidarity,Melamchi,Distribution,CGI Bundle,All / Blanket,1179,0,17114
524 2 05 23 5 056,Caritas Switzerland,Swiss Solidarity,Palchok,Distribution,CGI Bundle,All / Blanket,653,0,17714
524 2 05 24 5 001,CCS Italy - Terres des Hommes Italy,,Sarsyunkharka,Distribution,Tarpaulin,All / Blanket,1333,1333,2086
,CECI,,Banakhu,Distribution,Tarpaulin,,,60,
,CECI,,Ghumthang,Distribution,Tarpaulin,,852,852,
,CECI,,Ghumthang,Distribution,Household kits (excluding tarpaulins),,852,852,
524 2 05 24 5 027,CECI,,Budhakhani,Distribution,Tarpaulin,,,60,
524 2 05 24 5 014,CECI,,Katunjebesi,Distribution,Tarpaulin,,,150,
524 2 05 24 5 065,CECI,,Mahendrajyoti Bansdol,Distribution,Tarpaulin,,,50,
524 2 05 24 5 022,CECI,,Kharpachok,Distribution,Tarpaulin,,400,400,
524 2 05 24 5 022,CECI,,Kharpachok,Distribution,Household kits (excluding tarpaulins),,,,
524 2 05 24 5 023,CECI,,Mangaltar,Distribution,Tarpaulin,,469,469,
524 2 05 24 5 023,CECI,,Mangaltar,Distribution,Household kits (excluding tarpaulins),,,,
524 2 05 24 5 024,CECI,,Sipali Chilaune,Distribution,Tarpaulin,,300,300,
524 2 05 24 5 024,CECI,,Sipali Chilaune,Distribution,Household kits (excluding tarpaulins),,,,
524 2 05 24 5 021,CECI,,Walting,Distribution,Tarpaulin,,310,310,
524 2 05 24 5 021,CECI,,Walting,Distribution,Household kits (excluding tarpaulins),,,,
524 2 05 24 5 028,CECI,,Ghartichhap,Distribution,Tarpaulin,,,60,
524 2 05 24 5 002,CECI,,Phoksingtar,Distribution,Tarpaulin,,,60,
524 2 05 23 5 009,CECI,,Maneswar,Distribution,Tarpaulin,,941,941,
524 2 05 23 5 009,CECI,,Maneswar,Distribution,Household kits (excluding tarpaulins),,941,941,
524 2 05 23 5 028,CECI,,Ramche,Distribution,Tarpaulin,,1009,1009,
524 2 05 25 5 034,Cesvi,Agire,Khokana,Distribution,Tarpaulin,Targeted group,11,11,
524 2 06 31 5 013,Cesvi,Agire,Beteni,Distribution,Tarpaulin,Targeted group,122,122,
524 2 05 25 5 038,Cesvi,Agire,Bungmati,Distribution,Tarpaulin,Targeted group,11,11,
524 2 05 25 5 014,Cesvi,Agire,Asrang,Distribution,Tarpaulin,Targeted group,210,210,
524 2 05 25 5 016,Cesvi,Agire,Gimdi,Distribution,Tarpaulin,Targeted group,210,210,
524 2 05 25 5 019,Cesvi,Agire,Thuladurlung,Distribution,Tarpaulin,Targeted group,226,226,
524 2 05 24 5 052,Cesvi,Agire,Chyamrangbesi,Distribution,Tarpaulin,Targeted group,108,108,
524 2 05 25 5 020,Cesvi,Agire,Dukuchhap,Distribution,Tarpaulin,Targeted group,41,41,
524 2 05 23 5 002,Christian Aid,,Barhabise,Distribution,Tarpaulin,,156,156,
524 2 05 23 5 002,Christian Aid,,Barhabise,Distribution,Tarpaulin,,170,170,
524 2 05 23 5 002,Christian Aid,,Barhabise,Distribution,Tarpaulin,,456,456,
524 2 05 23 5 002,Christian Aid,,Barhabise,Distribution,Tarpaulin,,241,241,
524 2 05 23 5 002,Christian Aid,,Barhabise,Distribution,Tarpaulin,All / Blanket,129,129,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,132,132,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,118,118,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,140,140,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,52,52,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,66,66,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,127,127,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,76,76,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,56,56,
524 2 05 23 5 031,Christian Aid,,Golche,Distribution,Tarpaulin,All / Blanket,133,133,
524 2 05 23 5 076,Christian Aid,,Lagarche,Distribution,Tarpaulin,Targeted group,22,22,
524 2 05 23 5 076,Christian Aid,,Lagarche,Distribution,Tarpaulin,Targeted group,22,22,
524 2 05 23 5 076,Christian Aid,,Lagarche,Distribution,Tarpaulin,Targeted group,24,24,
524 2 05 23 5 076,Christian Aid,,Lagarche,Distribution,Tarpaulin,Targeted group,22,22,
