vdc,hazard,exposure,housing,poverty,vulnerability,severity,sev_norm,sev_cat
Kol,0.000390651,0.032056901,7.296251067,6.874236874,7.085243971,0.044602079,0.091475346,Lowest
Seram,0.000626814,0.020216248,7.23789263,6.736874237,6.987383433,0.044570879,0.091411356,Lowest
Dangapa,0.000714592,0.025752138,4.575579031,5.03968254,4.807630786,0.044558869,0.091386725,Lowest
Phakchamara,0.000713586,0.025721383,4.575579031,5.03968254,4.807630786,0.044520205,0.09130743,Lowest
Chunwang,0.000390042,0.031923629,7.296251067,6.874236874,7.085243971,0.044517033,0.091300923,Lowest
Muktinath,0.002168701,0.006438034,8.955391931,3.675213675,6.315302803,0.044509122,0.091284699,Lowest
Vedetar,0.000775301,0.030519154,4.069743114,3.379120879,3.724431996,0.044500787,0.091267603,Lowest
Ramghat,0.000278809,0.074714005,5.761825825,2.689255189,4.225540507,0.044483288,0.091231716,Lowest
Sudap,0.000577496,0.031513563,4.575579031,5.03968254,4.807630786,0.044394164,0.091048929,Lowest
Sima,0.000186161,0.054077439,8.854492694,8.455433455,8.654963075,0.044332577,0.090922618,Lowest
Arma,0.000297534,0.041232125,7.296251067,6.874236874,7.085243971,0.044297142,0.090849945,Lowest
Morawang,0.000484292,0.025034522,7.296251067,6.874236874,7.085243971,0.044123203,0.090493209,Lowest
Korchawang,0.000363485,0.033820184,7.23789263,6.736874237,6.987383433,0.04412239,0.090491541,Lowest
Tamfula,0.000859618,0.020728831,4.575579031,5.03968254,4.807630786,0.04408293,0.090410613,Lowest
Nankholyang,0.000619155,0.038628207,4.123917932,3.028083028,3.57600048,0.044058917,0.090361363,Lowest
HisthanMandali,0.002376911,0.017171509,1.497823376,2.692307692,2.095065534,0.044056129,0.090355646,Lowest
Panchami,0.000365522,0.050007535,4.102582109,5.238095238,4.670338674,0.044031744,0.090305633,Lowest
Okharbot,0.001692146,0.023947848,1.497823376,2.692307692,2.095065534,0.043950849,0.090139725,Lowest
Rugha,0.000274316,0.043395223,7.296251067,6.874236874,7.085243971,0.04385467,0.089942469,Lowest
Pisang,0.007404176,0.003147256,4.443272456,2.753357753,3.598315105,0.043769271,0.089767323,Lowest
Purtimkanda,0.000224566,0.052560195,7.296251067,6.874236874,7.085243971,0.043730589,0.089687989,Lowest
Kabhrechaur,0.000216691,0.056045755,6.380135693,7.347374847,6.86375527,0.04368326,0.08959092,Lowest
Bhalakacha,0.00030789,0.038064366,7.296251067,6.874236874,7.085243971,0.043627075,0.08947569,Lowest
Dholagohe,0.000145463,0.072899463,6.882439359,8.760683761,7.82156156,0.043610371,0.089441432,Lowest
Satakhani,0.000206595,0.094837988,5.761825825,2.689255189,4.225540507,0.043584127,0.089387606,Lowest
Chhatedhunga,0.000518424,0.033092317,4.575579031,5.03968254,4.807630786,0.043529236,0.08927503,Lowest
Khokling,0.000662736,0.034609561,4.123917932,3.028083028,3.57600048,0.043448822,0.089110107,Lowest
Ramdi,0.000559978,0.024952509,6.379874042,5.320512821,5.850193431,0.043399538,0.08900903,Lowest
Nidhuradin,0.00088959,0.02563937,4.123917932,3.028083028,3.57600048,0.043367549,0.088943423,Lowest
Ragda,0.000221872,0.041877979,8.854492694,8.455433455,8.654963075,0.043163591,0.08852512,Lowest
Kuinemangale,0.003234995,0.011727884,1.497823376,2.692307692,2.095065534,0.042996224,0.088181863,Lowest
Phuyatappa,0.000750545,0.037295492,2.448805493,3.192918193,2.820861843,0.04290142,0.087987428,Lowest
Santhakra,0.000829112,0.026592773,4.123917932,3.028083028,3.57600048,0.042880339,0.087944193,Lowest
Sakhi,0.000379988,0.02962726,7.23789263,6.736874237,6.987383433,0.042847488,0.087876819,Lowest
Banskharka,0.001804401,0.009390509,6.752787046,2.478632479,4.615709762,0.042764847,0.087707328,Lowest
Ekhabu,0.001041078,0.020831347,4.123917932,3.028083028,3.57600048,0.042644795,0.08746111,Lowest
Dho,0.001220665,0.00946227,4.855875023,8.565323565,6.710599294,0.042636779,0.087444671,Lowest
Hangum,0.00055314,0.029842545,4.102582109,5.238095238,4.670338674,0.042560464,0.087288154,Lowest
Sabla,0.000612039,0.026100694,4.575579031,5.03968254,4.807630786,0.042506372,0.087177217,Lowest
Danda Bazar,0.000741104,0.027792216,4.069743114,3.379120879,3.724431996,0.042490063,0.087143769,Lowest
Kavra,0.000306098,0.036137056,6.380135693,7.347374847,6.86375527,0.042343989,0.086844181,Lowest
Paink,0.000172775,0.050591879,8.854492694,8.455433455,8.654963075,0.042293696,0.086741035,Lowest
Marmaparikanda,0.000229844,0.047782928,6.380135693,7.347374847,6.86375527,0.042243109,0.086637284,Lowest
Guthichaur,0.000346333,0.034096979,4.94899038,7.811355311,6.380172846,0.04223579,0.086622274,Lowest
Aarubote,0.000427102,0.037644048,4.102582109,5.238095238,4.670338674,0.042188324,0.086524924,Lowest
Khuwafok,0.000758712,0.026459501,4.069743114,3.379120879,3.724431996,0.042128198,0.08640161,Lowest
Chande,0.000200896,0.053677625,6.380135693,7.347374847,6.86375527,0.041986417,0.08611083,Lowest
Majhkanda,0.000198961,0.053933916,6.380135693,7.347374847,6.86375527,0.041917658,0.085969811,Lowest
Majhfal,0.000413185,0.026408243,4.855875023,8.565323565,6.710599294,0.041835827,0.085801981,Lowest
Telia,0.000867303,0.022512617,4.069743114,3.379120879,3.724431996,0.041739987,0.085605422,Lowest
Dunai,0.000404434,0.026572269,4.855875023,8.565323565,6.710599294,0.041624206,0.085367964,Lowest
Kowang,0.001526606,0.007452948,8.955391931,3.675213675,6.315302803,0.041573486,0.08526394,Lowest
Phurumbu,0.000811372,0.024737225,4.123917932,3.028083028,3.57600048,0.041558149,0.085232485,Lowest
Jhula,0.000293708,0.034178992,7.296251067,6.874236874,7.085243971,0.041432709,0.084975218,Lowest
Dana,0.001767143,0.019201335,1.497823376,2.692307692,2.095065534,0.041425416,0.084960261,Lowest
Sapata,0.000132994,0.063262915,8.077192371,8.797313797,8.437253084,0.04140581,0.084920051,Lowest
Chokhawang,0.000301075,0.033164079,7.296251067,6.874236874,7.085243971,0.041358593,0.084823213,Lowest
Duli,0.000200978,0.049587217,7.296251067,6.874236874,7.085243971,0.041332413,0.084769519,Lowest
Lalikanda,0.000192829,0.047700914,7.71015855,7.585470085,7.647814318,0.041280582,0.084663218,Lowest
Arkhawang,0.000892559,0.015490239,6.738115437,3.333333333,5.035724385,0.041138863,0.084372563,Lowest
Laxmipur,0.000230877,0.043518242,6.380135693,7.347374847,6.86375527,0.041008246,0.084104678,Lowest
Ghetma,0.000197947,0.049095138,7.296251067,6.874236874,7.085243971,0.040987105,0.084061319,Lowest
Mudebas,0.000668525,0.027474414,4.069743114,3.379120879,3.724431996,0.040898004,0.083878581,Lowest
Dandagoun,0.00084931,0.021589969,4.069743114,3.379120879,3.724431996,0.04087516,0.08383173,Lowest
TankiManang,0.004888353,0.003864871,4.443272456,2.753357753,3.598315105,0.040813038,0.083704322,Lowest
Shreemashtha,0.000221954,0.04057602,5,10,7.5,0.040725323,0.083524424,Lowest
Kaphalkot,0.000246356,0.064657139,5.761825825,2.689255189,4.225540507,0.040677478,0.0834263,Lowest
Kaigaun,0.001106897,0.009011198,4.855875023,8.565323565,6.710599294,0.040602276,0.083272066,Lowest
Karagithi,0.000331067,0.029217194,6.380135693,7.347374847,6.86375527,0.040492278,0.083046469,Lowest
Phulek,0.000800255,0.017171509,4.575579031,5.03968254,4.807630786,0.040425563,0.082909641,Lowest
Badagaun,0.000239433,0.040114695,6.380135693,7.347374847,6.86375527,0.040397072,0.082851209,Lowest
Sindrang,0.001264342,0.010723223,4.667106139,5.045787546,4.856446842,0.040380296,0.082816803,Lowest
Mounabudhuk,0.000670821,0.026336482,4.069743114,3.379120879,3.724431996,0.040371491,0.082798745,Lowest
Chilkhaya,0.000174481,0.047711166,6.882439359,8.760683761,7.82156156,0.040230373,0.082509322,Lowest
Bima,0.00162035,0.019027057,1.497823376,2.692307692,2.095065534,0.040122931,0.082288966,Lowest
BhagawatiTol,0.000209015,0.035665481,8.854492694,8.455433455,8.654963075,0.0401079,0.08225814,Lowest
Tripurakot,0.000347547,0.027648692,4.855875023,8.565323565,6.710599294,0.04010051,0.082242982,Lowest
Dillichaur,0.000208317,0.04829551,4.94899038,7.811355311,6.380172846,0.040039458,0.082117769,Lowest
Jimali,0.000243571,0.038371915,6.380135693,7.347374847,6.86375527,0.040031352,0.082101146,Lowest
Hiwalcha,0.000231097,0.040411993,6.380135693,7.347374847,6.86375527,0.040021101,0.082080122,Lowest
Pipalneta,0.000406863,0.022850922,6.380135693,7.347374847,6.86375527,0.039961136,0.081957137,Lowest
Phakphok,0.000435447,0.051740063,2.448805493,3.192918193,2.820861843,0.039906917,0.081845939,Lowest
Kanda,0.000339886,0.026254468,7.296251067,6.874236874,7.085243971,0.039837966,0.081704527,Lowest
Lekhpokhara,0.000252896,0.036249824,6.380135693,7.347374847,6.86375527,0.03977438,0.081574115,Lowest
Bajhkanda,0.000279561,0.032538728,6.380135693,7.347374847,6.86375527,0.039671581,0.081363283,Lowest
Rokayagaun,0.000207191,0.034701826,8.854492694,8.455433455,8.654963075,0.039627466,0.081272807,Lowest
Bagarkhola,0.001901998,0.015603007,1.497823376,2.692307692,2.095065534,0.039616128,0.081249553,Lowest
Daha,0.000140213,0.051206978,8.854492694,8.455433455,8.654963075,0.039609038,0.081235012,Lowest
Fu,0.009469724,0.00180429,4.443272456,2.753357753,3.598315105,0.039468226,0.080946218,Lowest
Ebhang,0.000409931,0.052262897,2.448805493,3.192918193,2.820861843,0.039242997,0.080484292,Lowest
ThalaRaikar,0.000145971,0.047782928,8.854492694,8.455433455,8.654963075,0.039228499,0.080454558,Lowest
Koilabas,0.001226186,0.00889843,5.405470571,5.622710623,5.514090597,0.039184525,0.080364371,Lowest
Patarasi,0.000242629,0.038863994,4.94899038,7.811355311,6.380172846,0.039183915,0.080363118,Lowest
Awal Parajul,0.000181535,0.04319019,7.71015855,7.585470085,7.647814318,0.039140603,0.080274289,Lowest
SaijuwalTakura,0.000248626,0.035019627,6.380135693,7.347374847,6.86375527,0.03909666,0.080184166,Lowest
Talium,0.000191775,0.048644066,4.94899038,7.811355311,6.380172846,0.039043756,0.080075665,Lowest
Rangsi,0.000390083,0.021507956,7.296251067,6.874236874,7.085243971,0.039027476,0.080042274,Lowest
Marke,0.000201302,0.042790375,6.380135693,7.347374847,6.86375527,0.038957015,0.079897765,Lowest
Chimkhola,0.002089006,0.013501419,1.497823376,2.692307692,2.095065534,0.038949832,0.079883033,Lowest
Odanku,0.000196997,0.038300154,6.882439359,8.760683761,7.82156156,0.038932971,0.079848454,Lowest
Angdeem,0.000602461,0.020359771,4.575579031,5.03968254,4.807630786,0.038923419,0.079828862,Lowest
Amchok,0.000429905,0.048490291,2.448805493,3.192918193,2.820861843,0.038886883,0.07975393,Lowest
Olane,0.000482984,0.025998177,4.102582109,5.238095238,4.670338674,0.038851526,0.079681414,Lowest
Bhraka,0.005180523,0.003137004,4.443272456,2.753357753,3.598315105,0.038814675,0.079605836,Lowest
Haku,0.000400459,0.022820167,4.94899038,7.811355311,6.380172846,0.038776607,0.079527763,Lowest
Thukima,0.000625523,0.025588111,4.123917932,3.028083028,3.57600048,0.038538335,0.079039085,Lowest
Garjyangkot,0.000208525,0.042503329,4.94899038,7.811355311,6.380172846,0.038382916,0.078720333,Lowest
Basantatar,0.000527354,0.028274043,4.069743114,3.379120879,3.724431996,0.038151957,0.078246655,Lowest
Archhani,0.000170231,0.037674803,8.854492694,8.455433455,8.654963075,0.038146199,0.078234845,Lowest
Linkhim,0.000674763,0.022697147,4.123917932,3.028083028,3.57600048,0.037975776,0.077885322,Lowest
Tatopani,0.000164618,0.052068116,4.94899038,7.811355311,6.380172846,0.037957196,0.077847215,Lowest
Lelep,0.00067193,0.022604882,4.123917932,3.028083028,3.57600048,0.03787111,0.07767066,Lowest
Katti,0.000130609,0.053851903,7.71015855,7.585470085,7.647814318,0.037748858,0.07741993,Lowest
Dowa,0.00231273,0.010897501,1.497823376,2.692307692,2.095065534,0.037515996,0.076942349,Lowest
Kudari,0.000156756,0.051371004,4.94899038,7.811355311,6.380172846,0.037175644,0.076244313,Lowest
Muna,0.001019192,0.024040113,1.497823376,2.692307692,2.095065534,0.037164649,0.076221764,Lowest
Patlekhet,0.001363338,0.017971138,1.497823376,2.692307692,2.095065534,0.03716427,0.076220986,Lowest
Sisne,0.000370812,0.019242342,7.296251067,6.874236874,7.085243971,0.036976192,0.075835252,Lowest
Thechambu,0.00039896,0.034712077,4.123917932,3.028083028,3.57600048,0.036722812,0.07531559,Lowest
Marang,0.001285969,0.018319694,1.497823376,2.692307692,2.095065534,0.036681647,0.075231165,Lowest
Rajarani,0.000499597,0.026418495,4.069743114,3.379120879,3.724431996,0.036632177,0.075129705,Lowest
GurjaKhani,0.002362611,0.009882588,1.497823376,2.692307692,2.095065534,0.036572405,0.075007118,Lowest
Tamti,0.000164419,0.045906876,4.94899038,7.811355311,6.380172846,0.036382033,0.074616681,Lowest
Sanigaun,0.00015085,0.04848004,4.94899038,7.811355311,6.380172846,0.036000884,0.073834974,Lowest
Ghumkhahare,0.00023734,0.046265684,5.761825825,2.689255189,4.225540507,0.035933899,0.073697593,Lowest
Gotree,8.85181E-05,0.061817433,8.077192371,8.797313797,8.437253084,0.035874131,0.073575012,Lowest
Piple,0.000620646,0.015336464,4.575579031,5.03968254,4.807630786,0.035768448,0.073358265,Lowest
Thirpu,0.00012441,0.046829524,6.882439359,8.760683761,7.82156156,0.035718221,0.073255254,Lowest
Kheen,0.000156644,0.037151969,6.882439359,8.760683761,7.82156156,0.035705028,0.073228196,Lowest
Dhapa,0.000184746,0.03840267,4.94899038,7.811355311,6.380172846,0.035638823,0.073092415,Lowest
Matela,0.000171869,0.062145485,5.761825825,2.689255189,4.225540507,0.035603834,0.073020655,Lowest
Pandawagufa,0.000179445,0.039151041,4.94899038,7.811355311,6.380172846,0.035522418,0.072853678,Lowest
Kasikandh,0.000109832,0.05327781,7.71015855,7.585470085,7.647814318,0.035503508,0.072814895,Lowest
Gajurmukhi,0.000451992,0.034783839,2.448805493,3.192918193,2.820861843,0.035396753,0.072595949,Lowest
Talegaun,0.000154881,0.032630993,8.854492694,8.455433455,8.654963075,0.035234215,0.072262596,Lowest
Nanikot,8.57093E-05,0.064411099,6.882439359,8.760683761,7.82156156,0.035082788,0.071952031,Lowest
Salleri,0.000137189,0.041088602,7.71015855,7.585470085,7.647814318,0.035063793,0.071913074,Lowest
Khangsar,0.004547227,0.002634673,4.443272456,2.753357753,3.598315105,0.035063683,0.071912849,Lowest
Kortrang,0.000149519,0.03323584,8.854492694,8.455433455,8.654963075,0.035036689,0.071857486,Lowest
DandaParajul,0.000106507,0.052375665,7.71015855,7.585470085,7.647814318,0.034942031,0.071663349,Lowest
Sawadin,0.000794073,0.014977657,4.123917932,3.028083028,3.57600048,0.03490604,0.071589535,Lowest
Jufal,0.000270308,0.023363504,4.855875023,8.565323565,6.710599294,0.034864716,0.071504783,Lowest
Rakam,0.000267384,0.037315996,5.761825825,2.689255189,4.225540507,0.034804686,0.071381665,Lowest
Toli,0.000154048,0.035675732,7.71015855,7.585470085,7.647814318,0.034768697,0.071307855,Lowest
Raku,0.000116985,0.045763353,6.882439359,8.760683761,7.82156156,0.034725427,0.071219111,Lowest
Budhabare,0.000596224,0.018781018,4.069743114,3.379120879,3.724431996,0.034678705,0.071123289,Lowest
Rowa,0.000192206,0.045507062,4.998429002,4.474969475,4.736699238,0.034602478,0.070966954,Lowest
Likhu,0.000269948,0.022615134,4.855875023,8.565323565,6.710599294,0.034473105,0.07070162,Lowest
Dahachaur,0.000317191,0.030508902,5.761825825,2.689255189,4.225540507,0.034451646,0.070657608,Lowest
Lulang,0.001245266,0.015213444,1.497823376,2.692307692,2.095065534,0.034111102,0.069959179,Lowest
Lumde,0.000556525,0.025178045,2.448805493,3.192918193,2.820861843,0.034064033,0.069862645,Lowest
Patmara,0.000174472,0.035409189,4.94899038,7.811355311,6.380172846,0.034032305,0.069797573,Lowest
Pina,0.000210898,0.039438087,4.998429002,4.474969475,4.736699238,0.034026806,0.069786295,Lowest
Pahada,0.00026541,0.022102551,4.855875023,8.565323565,6.710599294,0.034017847,0.069767921,Lowest
Badki,0.00012696,0.048592808,4.94899038,7.811355311,6.380172846,0.034016577,0.069765317,Lowest
Baddhu,8.92177E-05,0.051863083,8.077192371,8.797313797,8.437253084,0.033923725,0.069574884,Lowest
Tatopani(Bhurung),0.002283576,0.00815006,1.497823376,2.692307692,2.095065534,0.033909752,0.069546227,Lowest
Pwang,0.000297642,0.018473468,7.296251067,6.874236874,7.085243971,0.033899954,0.069526132,Lowest
Kharigera,0.000123061,0.040781052,7.71015855,7.585470085,7.647814318,0.03373172,0.069181097,Lowest
Raniban,0.000109832,0.045445552,7.71015855,7.585470085,7.647814318,0.033670762,0.069056076,Lowest
Jhong,0.002328514,0.002593667,8.955391931,3.675213675,6.315302803,0.033661158,0.069036379,Lowest
Pakha,0.000111166,0.043559249,6.882439359,8.760683761,7.82156156,0.033582625,0.068875314,Lowest
Sunhoo,0.000297562,0.018924541,4.855875023,8.565323565,6.710599294,0.033557383,0.068823546,Lowest
Liwang,0.000587296,0.017971138,4.123917932,3.028083028,3.57600048,0.033543625,0.068795328,Lowest
Dagnam,0.001613455,0.011164044,1.497823376,2.692307692,2.095065534,0.033542237,0.068792483,Lowest
Bhijer,0.001212212,0.004572235,4.855875023,8.565323565,6.710599294,0.033380245,0.068460249,Lowest
Malarani,0.000161516,0.054097942,5.761825825,2.689255189,4.225540507,0.033298605,0.068292813,Lowest
MahabePattharkhola,0.000188045,0.030734438,4.94899038,7.811355311,6.380172846,0.033284334,0.068263544,Lowest
Mahatgaun,0.000155022,0.037162221,4.94899038,7.811355311,6.380172846,0.033248754,0.068190571,Lowest
Ramnakot,0.000118017,0.039233054,6.882439359,8.760683761,7.82156156,0.033084922,0.067854566,Lowest
Lihi(Rara),0.00020447,0.027484666,4.94899038,7.811355311,6.380172846,0.032974949,0.067629019,Lowest
Labhra,0.000191718,0.029268453,4.94899038,7.811355311,6.380172846,0.032958311,0.067594895,Lowest
Malkwang,0.00131546,0.012988837,1.497823376,2.692307692,2.095065534,0.032957067,0.067592346,Lowest
Suwanauli,0.00013568,0.02999632,8.854492694,8.455433455,8.654963075,0.032780535,0.067230291,Lowest
Phoksundo,0.000929701,0.005638406,4.855875023,8.565323565,6.710599294,0.032765763,0.067199995,Lowest
Bajedichaur,0.000194517,0.042359806,5.761825825,2.689255189,4.225540507,0.032653602,0.066969962,Lowest
Chapre,0.000118288,0.03753128,6.882439359,8.760683761,7.82156156,0.03262443,0.066910133,Lowest
Lakuri,0.000115055,0.039366325,7.71015855,7.585470085,7.647814318,0.032597841,0.066855601,Lowest
Baluwatar,0.000125178,0.036126805,7.71015855,7.585470085,7.647814318,0.032581078,0.066821221,Lowest
ShreeNagar,0.000181629,0.040042934,4.998429002,4.474969475,4.736699238,0.032538353,0.066733595,Lowest
Piladi,0.000139155,0.031933881,7.71015855,7.585470085,7.647814318,0.032391356,0.066432117,Lowest
Jhin,0.001396325,0.011594613,1.497823376,2.692307692,2.095065534,0.032370307,0.066388947,Lowest
Lingtep,0.000571828,0.016566662,4.123917932,3.028083028,3.57600048,0.032356832,0.06636131,Lowest
Kalikakhetu,0.000183468,0.028858387,4.94899038,7.811355311,6.380172846,0.032326229,0.066298545,Lowest
Faksib,0.000554879,0.016310371,4.069743114,3.379120879,3.724431996,0.032302838,0.066250573,Lowest
Ramidanda,0.000155611,0.024901251,8.854492694,8.455433455,8.654963075,0.032248423,0.066138972,Lowest
Bai,0.000114488,0.034681322,8.077192371,8.797313797,8.437253084,0.032236786,0.066115106,Lowest
Karkibada,0.000187559,0.037459519,4.998429002,4.474969475,4.736699238,0.032165629,0.065969168,Lowest
Khamlung,0.000598293,0.015551749,4.123917932,3.028083028,3.57600048,0.032163518,0.065964839,Lowest
Keemathnka,0.002088102,0.003772606,3.211651175,5.231990232,4.221820704,0.032158638,0.065954829,Lowest
Phoi Mahadev,0.000121026,0.03504013,6.882439359,8.760683761,7.82156156,0.032130161,0.065896425,Lowest
Bindyabasini,0.000141892,0.030191101,7.71015855,7.585470085,7.647814318,0.031998134,0.065625648,Lowest
Malikathota,0.000143312,0.0357885,4.94899038,7.811355311,6.380172846,0.031985455,0.065599645,Lowest
Narakot,0.000140576,0.036065295,4.94899038,7.811355311,6.380172846,0.031862339,0.065347144,Lowest
Jagannath,0.000103885,0.036772658,8.077192371,8.797313797,8.437253084,0.031824394,0.065269323,Lowest
Jukot,0.000114488,0.03311282,8.077192371,8.797313797,8.437253084,0.031743288,0.065102981,Lowest
Dahafatgaun,7.81978E-05,0.052119374,6.882439359,8.760683761,7.82156156,0.031707534,0.06502965,Lowest
Nigalchula,0.000194734,0.02377357,6.380135693,7.347374847,6.86375527,0.031673764,0.064960391,Lowest
Sarmi,0.000197865,0.023425014,4.855875023,8.565323565,6.710599294,0.031448759,0.064498924,Lowest
Raha,0.000481306,0.00946227,4.855875023,8.565323565,6.710599294,0.031265061,0.064122173,Lowest
Jaganath,0.000136769,0.028735367,7.71015855,7.585470085,7.647814318,0.031091912,0.06376706,Lowest
Gela,9.44603E-05,0.040094192,6.882439359,8.760683761,7.82156156,0.0309415,0.063458576,Lowest
Mehaltoli,0.000145796,0.02651076,7.71015855,7.585470085,7.647814318,0.030919698,0.063413863,Lowest
Maila,8.65651E-05,0.045291777,5,10,7.5,0.03086558,0.06330287,Lowest
Chhumchaur,0.000169292,0.026808057,4.94899038,7.811355311,6.380172846,0.030707517,0.062978695,Lowest
Kalika,0.000317971,0.013542426,4.855875023,8.565323565,6.710599294,0.030686561,0.062935717,Lowest
Pagnath,0.000135566,0.027648692,7.71015855,7.585470085,7.647814318,0.03060469,0.062767805,Lowest
Kanakasundari,0.000146238,0.030631922,4.94899038,7.811355311,6.380172846,0.030574212,0.062705297,Lowest
Bada Khola,0.000121566,0.030703683,7.71015855,7.585470085,7.647814318,0.030561871,0.062679987,Lowest
Depalgaun,0.000181921,0.02458345,4.94899038,7.811355311,6.380172846,0.030557611,0.06267125,Lowest
Chauratha,0.00012596,0.029411976,7.71015855,7.585470085,7.647814318,0.030485819,0.062524011,Lowest
Tiringe,0.0004389,0.017458555,4.123917932,3.028083028,3.57600048,0.030147908,0.06183098,Lowest
Ruga,0.000143886,0.039971172,4.998429002,4.474969475,4.736699238,0.030089433,0.061711054,Lowest
Mimi,0.000308415,0.011717633,5,10,7.5,0.030038535,0.061606666,Lowest
Odhari,0.00012656,0.027484666,7.71015855,7.585470085,7.647814318,0.0298521,0.061224303,Lowest
Simikot,7.86708E-05,0.0445024,5,10,7.5,0.029722557,0.06095862,Lowest
Birat,0.000113213,0.036301083,4.94899038,7.811355311,6.380172846,0.029708651,0.060930099,Lowest
Darma,0.000161046,0.021692485,5,10,7.5,0.029701184,0.060914785,Lowest
Thehe,0.000144507,0.024029861,5,10,7.5,0.0296415,0.060792378,Lowest
Kaprichaur,0.000207978,0.029473486,5.761825825,2.689255189,4.225540507,0.029587644,0.060681924,Lowest
Agragaun,0.000219183,0.027751209,5.761825825,2.689255189,4.225540507,0.029511446,0.060525648,Lowest
Rajena,0.000193098,0.031390544,5.761825825,2.689255189,4.225540507,0.029477227,0.060455467,Lowest
Goganpani,9.99373E-05,0.033010304,7.71015855,7.585470085,7.647814318,0.029329513,0.060152518,Lowest
Lawan,0.000304619,0.012291725,4.855875023,8.565323565,6.710599294,0.02928939,0.060070228,Lowest
KartikSwami,0.000175205,0.022410101,4.94899038,7.811355311,6.380172846,0.029260019,0.060009991,Lowest
Ghoreta,0.000181107,0.032415708,5.761825825,2.689255189,4.225540507,0.029164733,0.059814566,Lowest
Room,0.000128695,0.025055026,7.71015855,7.585470085,7.647814318,0.029107024,0.059696209,Lowest
Kharpunath,0.000212562,0.015264703,5,10,7.5,0.028978657,0.059432939,Lowest
GhodeMahadev,0.000151792,0.024849993,4.94899038,7.811355311,6.380172846,0.02887152,0.05921321,Lowest
Belpata,0.000110805,0.027894732,7.71015855,7.585470085,7.647814318,0.028699446,0.0588603,Lowest
Neta,0.000152038,0.036567626,5.761825825,2.689255189,4.225540507,0.028640284,0.058738964,Lowest
Kalika,0.000121613,0.025219052,7.71015855,7.585470085,7.647814318,0.028625206,0.058708041,Lowest
Khanikholla,0.000165664,0.033184582,5.761825825,2.689255189,4.225540507,0.02853311,0.058519158,Lowest
Bichhaiyan,9.71284E-05,0.027915235,8.077192371,8.797313797,8.437253084,0.028387658,0.058220847,Lowest
Kalyan,0.000146494,0.036895678,5.761825825,2.689255189,4.225540507,0.028372178,0.058189099,Lowest
Change,0.000684842,0.009308496,4.123917932,3.028083028,3.57600048,0.028354538,0.058152922,Lowest
Badalkot,8.68996E-05,0.03335886,6.882439359,8.760683761,7.82156156,0.028303549,0.058048347,Lowest
Mangri,0.000189874,0.025003767,4.998429002,4.474969475,4.736699238,0.028225982,0.057889263,Lowest
Narku,0.000211284,0.015613259,4.855875023,8.565323565,6.710599294,0.028078509,0.057586807,Lowest
Jubika,0.000116886,0.023978603,6.882439359,8.760683761,7.82156156,0.027987259,0.05739966,Lowest
Ranibas,0.000137491,0.037346751,5.761825825,2.689255189,4.225540507,0.027891382,0.057203024,Lowest
Kalika,8.59288E-05,0.032374702,5,10,7.5,0.027529727,0.056461298,Lowest
Dharapani,0.000154626,0.031503312,5.761825825,2.689255189,4.225540507,0.027405665,0.056206857,Lowest
Rimi,0.000208302,0.014290796,4.855875023,8.565323565,6.710599294,0.027133389,0.055648442,Lowest
Bhawani,0.000113996,0.022522869,7.71015855,7.585470085,7.647814318,0.026978424,0.055330619,Lowest
Rodikot,9.71538E-05,0.026767051,5,10,7.5,0.026917858,0.055206403,Lowest
Rugin,7.65715E-05,0.0298733,8.077192371,8.797313797,8.437253084,0.026823601,0.055013089,Lowest
Awalching,0.000185083,0.023968351,5.761825825,2.689255189,4.225540507,0.026564135,0.054480945,Lowest
Shreekot,0.000104058,0.037685055,4.998429002,4.474969475,4.736699238,0.026483377,0.054315317,Lowest
Malikabota,0.000162981,0.017335535,4.94899038,7.811355311,6.380172846,0.026220174,0.053775509,Lowest
Sarkeedeu,0.000121757,0.019693414,5,10,7.5,0.026199431,0.053732966,Lowest
Seri,0.000160511,0.02365055,4.998429002,4.474969475,4.736699238,0.026198331,0.053730711,Lowest
Rara(Gilas),0.0002578,0.014342054,4.998429002,4.474969475,4.736699238,0.025969073,0.05326052,Lowest
Sukhadhik,0.000121559,0.029432479,4.998429002,4.474969475,4.736699238,0.025686015,0.052679991,Lowest
Dandakhali,0.000154203,0.025557356,5.761825825,2.689255189,4.225540507,0.025536653,0.052373662,Lowest
Naumule,0.000115746,0.018247932,7.71015855,7.585470085,7.647814318,0.02527856,0.051844332,Lowest
Syada,0.000101384,0.020872354,5,10,7.5,0.025130441,0.051540553,Lowest
Ghyaru,0.005947899,0.000727867,4.443272456,2.753357753,3.598315105,0.024974967,0.051221688,Lowest
Jaira,9.27241E-05,0.022041041,5,10,7.5,0.024840598,0.050946106,Lowest
Olangchunggola,0.001728422,0.002450144,4.123917932,3.028083028,3.57600048,0.024740756,0.05074134,Lowest
Jima,0.000108481,0.02912493,4.998429002,4.474969475,4.736699238,0.024643242,0.050541346,Lowest
Dandafaya,9.11229E-05,0.021507956,5,10,7.5,0.024496045,0.050239457,Lowest
Pamka,0.000154373,0.022246074,5.761825825,2.689255189,4.225540507,0.024391327,0.050024689,Lowest
Raya,9.75624E-05,0.019498633,5,10,7.5,0.024253957,0.049742953,Lowest
Gumtha,0.000104739,0.026633779,4.998429002,4.474969475,4.736699238,0.023641367,0.048486579,Lowest
